start	end	text
14133	18922	We are live at the E3 Outpost for this Friday, 2006 E3 edition.
32330	36092	Welcome, everybody, to the Friday edition of Orange Lounge Radio.
36192	43377	We are here live at the E3 Outpost in West Los Angeles, where we've been taping our post-E3 shows all week long.
44157	45058	My name is Rob Roberts.
45078	46158	You might know me as Sky.
46239	49460	Joining me, as always, say hello to DarkSakura, Jamie Summers.
49561	50181	Yo, what up?
51342	52883	And, of course, TechMassaLoki.
53283	53503	Hello.
53523	54243	All right.
54584	58246	And moseying his way on over to a microphone there, joining us for...
59929	67554	This last of our E3 shows is the one and only Bobby Blackwool, who has no microphone right now.
68014	68454	That's all right.
69295	71216	We have mic troubles.
71236	71696	That's all right.
71736	72677	Live radio, boys and girls.
74438	75719	I think... It's coming.
75759	76319	There you go.
76379	76779	There you are.
76839	77240	That's all right.
77640	82183	And of course, once again, wave hello to producer Lawrence Young, who's over there in the corner.
83063	85005	God, I wish we could take him back to Sacramento with us.
85065	86165	He's been awesome all week long.
86706	87006	All right.
88038	90019	We have some Smash Brothers still going on.
111007	112148	Mario Kart Double Dash.
112408	115351	I would think people would be sick of games by the end of this show.
115591	116272	Fight Night Round 3.
117013	119675	I think we even had Rampage Total Destruction.
119755	120276	Oh, awesome.
120476	122578	They have black going on on one of the TVs over there.
122838	123238	Sweet.
124620	128323	I don't know about you guys, but I think I might be sick of games after today.
128383	128964	No, I'm kidding.
129324	131946	You know I'll go right back home and play games again, but boy, overload.
132006	133688	I was going to say, do you have a fever?
133708	134829	Are you feeling okay?
135209	135410	No.
136218	136998	No, it's great.
137018	138379	It's just, you know, it's exhausting.
138399	145081	And I know a lot of people sitting at home are probably screaming at me going, Sky, you ungrateful bastard, at least you get to go to E3.
145501	148142	Okay, yeah, trust me, I don't take that for granted.
148162	150943	I'm very lucky to be able to go, but it is very tiring.
150963	153523	And if you were here, you'd say the same thing as like, shit, I'm exhausted.
153624	160666	You know, I'm craving some Ridge Racer 6 since they didn't have Ridge Racer 7 at PlayStation or Namco's booth this year, except for a video.
160886	162046	I know, kind of disappointing, huh?
162706	164067	I don't know why I'm craving it, it's just...
164867	165447	Need to play it.
165467	166348	The Craven is there.
166388	166908	The Itch is there.
167168	168028	I'm craving tacos.
168528	172190	Quick programming note, you guys, for you Orange Lounge Radio fans.
172210	176191	There will be no live program this Sunday, which is Mother's Day.
176892	181033	So spend some extra time with your mother or motherly figure in your life.
181613	183054	The politically correct term there.
183334	201146	or catch up on the three podcasts that we had there you go unfortunately we've just we got other stuff going on due to the holiday and you know just the fact that we're driving home from E3 and all that so we hope our listeners will understand but we'll be back of course our normal time next Sunday we're just burnt out from the week
202086	202607	A little wee?
202887	203267	A little bit.
203327	205989	I plan on playing that new game, Extreme Nap Action.
207330	207610	All right.
208450	213354	I'm going to the chat room there over at www... I'm sorry, chat.allgames.com tonight.
