start	end	text
14043	17048	This week, Microsoft denies that Kinect gathers data for advertising.
17328	24438	A classic RPG series is headed to iOS and Android, and tonight we interview SoCal Mike Kennedy about Retro Magazine and its Kickstarter campaign.
24758	26421	All this and more begins right now.
31806	36669	Hello everybody out there on the internet and welcome back to another week of the show where every gamer has a voice.
36749	46734	This is Orange Lounge Radio here on October the 13th, 2013 with episode number 523 of our program.
47154	53237	My name is Rob Roberts, joining you over the next few hours to talk about video games, gaming culture, and so on and so on with my co-hosts.
53658	56419	Say hello first off to DarkSakura or Jamie Summers.
56479	58880	I just thought you were channeling Bea Arthur like you said earlier.
59020	59960	I am a little bit.
60000	62081	I have the raspy voice going on today.
64061	73084	Those of you that follow VOG Network know that Jessica from Understation Live and I were both involved with a production here in Sacramento at the Rocky Horror Picture Show.
73584	76865	Well, that occurred last night and I'm proud to say we sold out.
77045	80466	It was 500 plus seats and the cast did an amazing job.
80846	85667	But I was the host or MC hosting the whole thing and that involved a lot of screaming.
86167	110010	MC Rob, give me an R, give me an R, you know the whole thing at the top of my voice and you know trying to be funny improv and all that but it was great and I will say by missing the show you missed this really I can't even repeat it but it had to do with Pokemon that's all I'm gonna say let's just say I probably keep in mind that the shows that I've had the most fun at were the ones where I did crew stuff
110774	111474	Oh, yeah, yeah.
111494	113435	I remember you used to do tech-related things.
113455	114975	Didn't you play Dr. Scott one time?
115136	116316	I was Dr. Scott one time.
117276	120817	And I was the curtain and the rope, and I held the tank up.
121918	123158	Last night, I played Dr. Scott.
123178	123839	I actually played Eddie.
123899	128840	That was the first time I played Eddie for about... Oh, God, it's probably been like 12 years since I played Eddie.
129340	131361	But, yeah, good old meatloaf.
131941	132241	Yeah.
132562	132842	All right.
133022	139104	But I still think it's ironic that in the original production that he was Dr. Scott and not...
140044	140585	He was both.
140846	147835	Well, he was both at one point, and that's why a lot of movie shadow casts will do both, especially if they're stretched for people like we were.
148836	156387	But no, I have more fun when I'm not looking at the crowd when they're behind me, and I'm not looking at a sea of people.
156867	158408	See, the crowd thing doesn't bother me at all.
158428	162269	That's just, I guess that's just part of my, like, you know, how I'm wired.
162349	164190	Like, you know, I'm able to do, well, this is easy.
164210	165130	You are an attention whore.
165150	169292	This is easy because we don't, yeah, but you make it sound like I'm like self-centered or something like that too.
169332	170373	And I really like to think I'm not.
170413	173454	Some people are fine with the public speaking thing.
173894	179596	And it's not that I have a problem with public speaking, although I actually have a pathological fear of microphones and public speaking.
179796	180437	Yet here you are.
180937	184058	No, microphones and public speaking as in in front of a crowd with a microphone.
184118	184458	Okay.
184518	186339	I hate the way my voice sounds amplified.
