start	end	text
249	13979	Hello out there to everybody who's downloading us and checking out the Orange Lounge Radio To Go Edition, our podcast dedicated to video games and gaming podcasts.
29264	32747	and news that doesn't suck about these so-called video games.
33908	36530	We are here every week for your listening pleasure.
37430	38651	Happy Halloween to you guys.
39752	42414	Those of you guys that are downloading this on Monday, the day it comes out.
43475	45797	If you're downloading this later in the week, I hope you had a good Halloween.
46417	48117	My name is Rob Roberts, you might know me as Sky.
48437	51658	Not joining us tonight is DarkSakura, Jamie Summers.
51678	57540	She planned on being here, but she had a last minute thing she had to go take care of, so unfortunately she wasn't able to be here for the recording.
57560	59400	That's two weeks in a row now, though, we're counting.
60060	60580	Shame, shame.
60620	61080	Shame, shame.
61120	64841	No, she says hi, and she'll be back next week, I'm sure.
65601	68682	However, we do have, as always, the one and only Techmaster Loki.
68902	69742	Yep, I'm here.
70002	70423	How you doing?
70783	70963	Good.
71563	72143	Good, good to hear.
73089	73369	All right.
74370	75270	Well, let's just get into it.
75310	76891	Let's talk about the games we've been playing this week.
76931	80614	That's usually how we like to start off the show, by letting you guys know what's going on in our gaming world.
81034	87998	And I noticed some of the posts on the forums say, damn, you guys like to play a lot of games, or you guys really seem to play a lot of games.
88499	90680	How is it that we're able to play so many games, Loki?
90700	91221	What do you think?
91441	94423	I don't think I play that many games, honestly, but... I don't.
94623	96884	I mean, I play like one game a week, usually.
97084	97585	And usually...
98445	100086	You'll notice, like, for example, Burnout.
100406	106108	I'll play it at a month at a time, and then I'll get snippets of games I'll play for like an hour or something just to try them out.
106668	107309	That type of thing.
107909	110930	And, of course, you know, things are kind of going the same pattern now.
111130	118173	It's going to get a little crazy in a couple weeks when the 360 comes out because I've got four games on order, so that'll be a little interesting.
118533	119433	I don't know how I do it.
119833	123394	There's so much coming out right now that I seem to be buying at least one new game a week.
123414	124634	And that's buying, kids.
124734	126314	I don't get a lot of this stuff for free.
126334	131755	I did get one free game thanks to Loki this week, but we don't really get the hookup or anything, so we actually buy these games.
132575	136056	I get a lot of games for free, but I don't play them, to be honest.
136076	137336	I just got Castlevania DS.
137796	139077	I want to play that because it looks good.
140217	142637	And I got some more Dance Dance Revolution Extreme 2.
143657	147258	But they had Wallace and Gromit, Curse the Were-Rabbit, and I was like, eh, no.
148092	148892	I'm not going to play that game.
149012	150813	Usually games based on movies aren't all that great.
150833	151153	I don't know.
151173	151793	There's some good ones.
152054	154514	I can bring one in and give it away or something.
154574	154935	I don't know.
154995	156235	Yeah, listeners will like that.
156895	159997	So I don't get a chance to... I picked up a couple games.
160017	165999	I picked up Grand Theft Auto Liberty City Stories and I played it for like five minutes.
166399	171621	Usually Grand Theft Auto I'm just like getting right into it and it's like, oh man, you know, I have to play this game but
172899	173921	DarkSakura, DarkSakura,
186304	190365	I was just about to ask you how your gaming week was, but I suppose that's a big part of it there, is the Liberty City.
205209	211310	I don't have enough time to dedicate to Grand Theft Auto Liberty City Stories because that's a game that requires a lot of time.
211770	212991	Same with San Andreas.
213031	214171	I didn't even finish that game.
214691	216812	I just didn't have enough time to dedicate to it.
216972	218312	I got bored with it after a while.
218332	221032	Once in a while, there's a great game, though, where you make time for it.
221293	222033	Yeah, exactly.
222833	224533	And that great game is The Warriors.
225013	226054	I love that game.
226414	227774	So that's what you've been playing instead.
227894	231855	I've been playing The Warriors this week, and I have to say Rockstar has really...
233673	237316	They really did a really good job translating the movie into a game.
237676	240698	And it's really surprising because I think this...
241414	242075	Game of Thrones
265316	292274	and just really fun stuff like one of the things I like most about it is this kind of a rumble mode type thing where you go in and do like quick fights and as you go through the game you unlock more fights so it starts off with one-on-one and then war party which is five-on-five and then I just unlocked one that's called arming which is nine-on-nine and it keeps going on with that you unlock more arenas that you can fight in and unlock more gangs and stuff
292774	294155	and overall, the game's really fun.
294215	296117	You can pick up objects and stuff.
296177	301262	I was mugging a guy and I threw a trash can in his head or threw a police officer through a window.
301302	302403	I mean, it's just really fun.
303163	304785	Alright, cool.
305125	305846	Fun's what it's all about.
306506	306826	Is that it?
307427	308488	That's all I've been playing.
308688	310950	I still haven't gotten a chance to play Shadow of Colossus yet.
311230	311911	It's
313276	319519	I've been dying to check out that game because our forums have been very active about this game and lit up, and I've heard a lot of great things about it.
319539	322661	So I'm hoping that that can be on my list for next week, but we'll see.
323502	324503	It's going to be a busy November.
325783	327805	Well, we have Battlefront 2 coming out this week.
328425	329326	Actually, tomorrow.
330226	331547	Or, no, I should say the first.
332708	335950	So there's a lot of stuff, and that's going to be a really awesome game.
336390	336490	Yep.
337379	339061	My gaming week, I played a couple games this week.
339081	341142	I actually played three games, so I'm going to review two of them for you.
341182	359417	The one I did not play so much of this week, I bought this, but I haven't really sat down to any extent with this, and that's the Taito collection that's come out recently with Bubble Bobble and Rainbow Islands and Elevator Action and Rastan and all these old kicks and all these old, old games.
359877	362379	And of course Space Invaders is on there too.
362399	370203	So I'm going to review that on next week's show because I didn't get to play it enough this week because I was too busy with other games, one of them being Soul Calibur 3.
371164	373005	Soul Calibur 3 I picked up this week on a whim.
374326	377127	Soul Calibur 3 is pretty hot, I gotta say.
377447	382110	At first my reaction to Soul Calibur 3 was, this is really more like Soul Calibur 2.5.
382450	384912	It doesn't really feel like...
385592	386313	DarkSakura
407569	414594	Challenge Mode, I don't remember the official, Soul Battle or something where you just, you do these different types like Deathmatch or coin collecting, these weird modes.
414934	437209	But I gotta say, this one mode that really I thought was just so fascinating was the Chronicles of the Sword mode, which is this mode that suddenly Soul Calibur turns into this tactical game where you're moving your characters around trying to capture castles, and when you get into battles, you can actually zoom to the battle and actually have a real Soul Calibur style match, which I thought was a very interesting addition to the game.
437749	446811	and you kind of consider that Soul Calibur has kind of been going outside the box for a little while now because they had that mode in Soul Calibur 2 and then the conquest mode in the arcades.
447171	447971	It was really cool.
448471	452132	I'm trying to make it much more than just a fighting game and I think that's really great.
453212	457953	Now, if you are not a fan of fighting games, is Soul Calibur 3 going to have anything new to win you over?
458473	459433	Probably not.
459633	464014	I don't think if you're a fighting games person, Soul Calibur 3 is going to have anything really for you.
464314	466755	And I think if you're not a fan of the Soul Calibur series to begin with,
467651	467931	and so on.
487781	488942	and so on and so forth.
511340	512701	But then he designed the outfits.
512901	517984	So it's more like you're playing Barbie, Soul Calibur Barbie style, where you're choosing the different outfits and the color for the outfits.
518404	520525	But you can still do an awful lot with that.
520585	521526	And it's kind of cool.
521566	522646	And it makes you laugh.
522666	526609	Because we made this one character that doesn't wear pants, but he wears a giant Pope hat.
527830	529631	Style Thing, and he's a ninja.
530072	531033	And it's really funny.
531874	533255	And we gave him like the old man.
533536	535678	Yes, he's a pantsless pope ninja, and he's awesome.
536298	539582	So, you know, you can have fun with it.
539922	540603	It's a cute idea.
542748	543649	DarkSakura, DarkSakura, DarkSakura
563884	564645	I think it's kind of neat.
565265	567367	So I do recommend Soul Calibur 3.
567607	569169	I think it's a very solid, great game.
569629	574813	Honestly, if you're a fan of Soul Calibur, you probably already have this game, and if you don't already have it, you need to go get it.
574873	580578	Because if you remotely enjoyed the previous Soul Calibur games, especially Soul Calibur 2, you will enjoy Soul Calibur 3.
581018	583280	I'm just a little upset that they didn't put it in the arcades.
583340	584721	I think it would have been a great arcade game.
585041	585602	But maybe...
586122	597810	Because all the new stuff is very centered around the single player mode, I think if you take just the versus mode without creating a character, there's really not a whole lot different from Soul Calibur 2, save three new characters and some backgrounds.
598350	607596	So, I think it is something that, now having played it on the console, I think this is something that they really, you know, there would be no point porting it to the arcade, but...
608376	611678	I don't know, I'm just a little disappointed to see that it didn't continue in the arcade.
612438	619741	The other game I checked out this week was Midway Arcade Treasures Part 3 for the Xbox, was the system I played it on.
621602	636890	Eight racing games, including Stun Runner, Hydro Thunder, Offroad Thunder, that's what I'm thinking of, and then Iron Man's Offroad, but they took Iron Man out, and now it's just some regular guy, because I guess licensing ran up or whatever.
639429	651993	The reason why I was so drawn to this game and I was so excited to play this game was for Iron Man Off-Road because I have very fond memories of dumping a shitload of quarters into a pizzeria arcade machine and just playing this game over and over again.
652233	654754	And they even have the track pack one, which I think is awesome.
655154	658355	So I was loving it.
658475	658995	It's cool.
659115	660176	It's a retro trip.
660516	663237	I mean, you kind of know how you feel about those retro collections.
663277	666738	If you kind of find them a waste of money, then you're probably not going to get anything new out of this.
667278	667298	I
667538	679365	I was a little disappointed at first that it's nothing but the racing games, but when you consider that Midway's kind of already packaged all their other stuff and put it in Treasures 1 and 2, which were both very solid collections, this collection's, you know...
680565	682506	They made pretty good use out of what they got left.
682946	690129	Now, I was a little disappointed, though, because Hydro Thunder and Offroad Thunder do not appear to be arcade ports.
690490	692911	Or if they are, they sure don't play like them.
693011	694972	They feel very console-ish.
694992	696552	I think they're ports of the console versions.
696652	699734	I don't think they're ports of the arcade, which was a little bit disappointing.
699774	702415	And I don't know if maybe the hardware can handle it.
702435	703716	Well, it should be able to.
703756	704316	I mean, looking...
704895	706076	I remember the hardware versions.
706336	707777	I used to love Offroad Thunder.
707797	710459	That was my game to play at QZAR and stuff.
710980	712401	And it looked amazing.
712461	713221	It looked pretty good.
714622	715583	But yeah, I can imagine.
716204	718646	I don't think they're straight arcade ports.
718706	721848	Or if they are, they tweaked them so they don't really feel like the arcade.
721908	725591	So I was a little sad at that.
725691	728173	But it's still a pretty solid buy for $20.
728973	730735	If you like racing games, you're going to love this.
731375	742383	and it's in that same great interface that they have Part 2 in and I think they went back and updated Part 1 with but Part 2's got a great interface and 3 just kind of continues that.
742423	743664	If it's not broke, don't fix it.
743844	745926	Xbox Live Aware and all that good stuff if you're on Xbox.
747347	750368	So I would... I kind of borderline recommend it.
750528	755709	I think that Treasures 2 and Treasures 1 are more must-haves than Treasures 3.
756689	761610	But if you like these old retro collections, you definitely want to pick up Treasures 3.
761991	762751	It's a good buy for $20.
762951	763871	You can't go wrong.
764171	766952	So I give it kind of... If you're a retro fan, I recommend it.
767012	773933	If you're not so much a retro fan, I can only really give it a borderline recommendation because it's a very focused genre and it kind of gets old.
774594	775454	I think if you're not into it.
775834	775934	So...
776614	778856	All right, so those are two games, and then next week I'll talk about Taito.
779456	781038	Let's get into some gaming news, shall we?
781478	781638	Shall we.
781658	783399	We'll talk about some news going on.
784620	791525	Florida is going to follow the footsteps of California, supposedly, because a violent video game bill has been proposed in Florida now.
792006	794127	However, there's a little bit of a difference there.
795188	801213	Florida's proposal also includes violent arcade games and shop-selling arcade machines.
802344	806166	and not just the retail over-the-counter ones, which I think is very interesting.
806186	807727	Eh, that's retarded.
808487	808847	How so?
809748	814270	I mean, I can't sell this violent arcade game to a minor.
815451	816151	Is that what it's going to be?
816171	819653	I know, I guess, but what do you do about little kids walking into an arcade?
819713	827457	I mean, I don't think the bill is really set to cover that, but, I mean, Mortal Kombat, I saw it, like, you know, 15, and it was awesome.
827497	830539	It's not that violent, I mean, I don't know, it's...
831721	834363	You remember the big stink they raised about Mortal Kombat, though.
834383	839146	Yeah, and they never got it then and didn't get it now, so, I mean, it's just retarded.
839431	840372	We just thought we'd let you know.
868358	873862	and focus your energies on things like that because that's real violent, that kind of stuff.
875183	877805	Video games are cartoons compared to that movie.
878865	879946	I want to see that movie.
881627	892935	All kidding aside, obviously the issue is movies are rated R and you're warned about it and maybe he feels that video games aren't so well rated, although I seem to recall ratings on the bottom of every video game.
895157	895537	Seriously,
896958	900334	The movies can be way worse, you guys That's my opinion
