start	end	text
189	2952	Orange Lounge Radio To Go Edition, week of October 3rd, 2005.
3092	13823	You're tuned in to the Orange Lounge Radio To Go Edition, your podcast home for all the latest video game news and gamer chat.
14063	17587	Now, here are your hosts, DarkSakura, Sky, and Loki.
19389	21691	Hello everybody, once again...
22941	28622	Welcome to the Orange Lounge Radio To Go Edition, your home for all that news that gamers really want to know about.
28962	30543	Thanks so much for subscribing to us.
30583	32263	We really do appreciate your support.
32723	34603	We are an independent production.
34723	40485	You know, it's just three buddies here doing a show out of a spare bedroom in one of our apartments, really.
41065	43965	So we appreciate you guys supporting just, you know, the independent podcast.
43985	47446	We do this because we love video games, and we never shut up about them.
47666	50167	Isn't that right, Dark Sakura, one of my lovely co-hosts over there?
50707	52047	I don't shut up about anything ever.
53011	53592	This is true.
54052	55353	Video games is one of them though, right?
55553	58035	Yeah, I'd have to say video games are probably up at the top of the list.
58075	59496	That and Serenity.
61598	63559	Loki's here as well, the Techmaster Loki.
63819	64260	Yes, I am.
64300	64840	How are you doing?
65441	66001	I'm good.
66261	67722	And he never shuts up about video games either.
68143	74327	Yeah, and in fact, even the people I work with who we sell video games and they still don't like listening to me.
75188	75929	But you love bacon.
76689	79111	Yes, I have my I Love Bacon shirt on.
79271	79631	Awesome.
80012	80372	Good choice.
80845	81625	DarkSakura, DarkSakura
105031	105971	Okay, well, that's something.
106412	109273	I did go into Bark mode about three times this week, though, with other people.
109573	109813	Right on.
109833	111514	Were you able to get any cool unlocks that way?
111774	112014	No.
112534	122498	However, my friend has an extra fireman's hat and is going to lend it to me, because if you ever have the fireman's hat in your inventory at any time, you will automatically have the Dalmatian, even if you give the hat away.
123198	123758	Interesting.
124058	124338	Okay.
124599	126219	So I'm going to get a Dalmatian next week.
126279	126919	I have to be honest.
126959	128620	I haven't been that into Nintendogs.
129340	130301	It's kind of my interest in fading.
130321	131801	Did your puppies run away?
132081	133262	No, not yet, but they all have fleas.
134172	135193	because I haven't been bathing them.
