start	end	text
0	27000	This week, on the heels of Bandai Namco, sequels and revivals comes one of the greatest pieces of news of the decade, Point Blank X is in the works! Join us for this, more Kingdom Hearts fractions, and all the week's gaming news, starting right now on the show, where every gamer has a voice!
31000	47000	Hello my friends out there on the internet and welcome back to another week of the show where every gamer has a voice, it is Orange Lounge Radio, live tonight on September the 20th of 2015 with episode number 614 of our program.
47000	61000	Here in studio N7 in lovely Sacramento, California is myself, Rob Roberts, and with me back, reunited once again to feel the love here in studio tonight, say hello everybody to DarkSakura, or Jamie Summers.
61000	62000	Something just occurred to me.
62000	63000	What's that?
63000	66000	If you had like, um, cats on your feet, you could pussyfoot around.
66000	73000	Yes, yes I could. I have missed such instant bursts of randomness out of nowhere.
73000	74000	Guess what?
74000	75000	What?
76000	87000	I remember over on the old network, Scott used to really give you crap about your random outbursts, but it's part of why we love you here at DarkSakura, we've missed you over the past month.
87000	89000	I really want cheese.
89000	94000	Who doesn't? I actually might have cheese. It's actually Alan's, but I'll give it away.
94000	96000	My tummies still.
96000	102000	Fair enough, fair enough. So here's the interesting thing, we'll catch up with DarkSakura in just a moment, but not joining us tonight, get this.
102000	110000	Techmaster Loki, not here tonight. So it's just myself, DarkSakura, feeling the love here in this studio.
110000	112000	But let's go back a little bit, shall we?
112000	123000	So last week, episode 613, was just myself and Loki, because DarkSakura, not able to be here because Rosh Hashanah was last week, and I hope everything went fantastically.
123000	127000	Actually, I ended up being quarantined.
127000	128000	Ah.
129000	134000	Because I didn't go to Rosh Hashanah's service because I was really sick, to the point that I felt like I'd been gut-punched.
134000	136000	That's right, because you ended up at the doctor's.
136000	139000	And I went to the doctor the next day and I got quarantined for some bug.
139000	143000	Oh my god, well you're here and you're doing okay, so obviously it's nothing.
143000	146000	Mostly. Stomach still has issues, but yeah.
147000	153000	So 613, DarkSakura's not here. We were not here the week before because of Dragoncons. That was my fault.
153000	164000	Week before that, episode 612, DarkSakura, also not here because she is at her 10th wedding anniversary, which I suppose she's entitled to celebrate that and have a night off.
164000	169000	And got to go see Weird Al so quickly, because I saw the pictures and it looks like you guys had a blast.
169000	172000	How was the night off for Weird Al?
173000	184000	Oh my god, that was a great show. I was in the front row, and then when he did When I Be Your Lover, he put his ankle on my shoulder.
186000	189000	Because he was basically going around being awkward with all the women in the audience.
189000	190000	Wow.
190000	192000	Because the song is a very awkward pick-up line song.
192000	193000	Yeah, yeah.
193000	198000	And it was the best. It was a great show, and he was just really nice with people.
198000	206000	And he had one guy sing Yoda, who was on our row, and the guy had a good singing voice and he looked truly impressed.
206000	210000	And he signed my copy of UHF and he thought it was really cool that Dan and I got engaged watching UHF.
210000	211000	Yeah.
211000	213000	You know, and he was just a really sweet guy.
213000	214000	Yeah.
214000	217000	Really, you know how you can tell things about people from their handshake?
217000	218000	Mhm.
218000	227000	He had a good handshake. I said, you know, I want to thank you for all the entertainment you've given everybody over the years.
227000	232000	May I shake your hand? And he's like, yeah, sure. And then he did it himself, you know, he reached for my hand afterwards.
232000	237000	It was kind of a just really nice guy. I mean, that's all I can say. He's a nice guy.
237000	243000	A lot of what I've heard about him is that he's very genuine. So that's, you know, that's good to hear that that's continuing.
243000	248000	And we had a really good time that night. The pre-show thing was kind of weird.
248000	258000	We had like a little party room with chips and stuff and a karaoke contest and a dance contest and a lip syncing contest and a photo booth thing and other oddness.
258000	267000	And but I got to meet lots of people. Oh, and by the way, there was like this top secret thing, like it was a meeting for an underground political movement type thing.
267000	270000	And when they pulled it off, it was the wheel of fish.
270000	276000	So we we created the wheel of fish thing and the woman went for what was in the box.
276000	285000	We go stupid. You're so stupid. And then I filmed the whole thing and on my camera and sent it to to her.
285000	289000	That's what phones are for. Yeah, it was cool. It was a really cool time.
289000	296000	And then Monday we went to Reno and played in the arcade there and I played the Star Wars Battle Pod.
296000	301000	You went to the classic arcade at the Peppermill like I had done a couple of months ago. Yeah.
301000	306000	I played just about everything on the dang row and then I tried to win an iPod until I was like, wait, I have an iPhone.
306000	310000	Did you did you play their Burger Time, which was the classic game of the week, one of the weeks you were gone?
310000	316000	I'm not a big fan of Burger Time. What? I would tell you to get out, but the listeners would be upset.
316000	320000	But I played a crap load of Smash TV. OK, well, that works. Smash TV is awesome.
320000	323000	Surely that's been a classic game. I think I've done it.
323000	328000	More money, more prizes. Did you approve of my picks while you were gone? Yes. We did Burger Time one week.
328000	333000	Donkey Kong. Well, last week was the 30th anniversary of Super Mario Brothers.
333000	337000	And since you'd already done that game, I said, well, let's let's go really old school Mario.
337000	342000	So we did Donkey Kong. But there I think I played.
342000	348000	Yeah, I and I tried a couple of the little redemption things just because they looked kind of neat and I haven't seen those,
348000	354000	you know, before. And I played I played the step mania machine that was there.
354000	358000	And now I realize I hate the step mania machine. I hate the menu and step mania.
358000	362000	Yeah, because it doesn't work quite right. It's kind of clunky, very clunky.
362000	370000	But overall, I had a really good time and I did play one.
370000	377000	Well, we actually played the kiss slot machine or whatever, just because it was kiss.
