start	end	text
13987	24458	Tonight, April 7th, 2013, one landmark game studio is shut down, Donkey Kong Country Returns will get a little easier, and one series of tweets rocks the gaming world.
31857	37598	Hello my friends out there on the internet and welcome back to another week of the show where every gamer has a voice.
37678	45820	It is Orange Lounge Radio for this episode number 499, April the 7th, 2013.
46320	53162	My name is Rob Roberts and I'm here to talk about video games and gaming news and gaming lols and so forth with my co-host.
53182	55222	Say hello to DarkSakura or Jamie Summers.
55422	56723	Greetings and salivations.
56823	57423	How you doing?
58043	58483	I'm full.
58823	59344	You're full?
59584	60645	I'm full!
60885	61766	What's that commercial?
62127	64129	Full of useless knowledge and gas.
64709	65070	No!
66091	68413	Rob, again, you're confusing me for your car.
69795	71116	My car has useless knowledge?
71356	72477	No, your car's full of gas.
72898	74139	Not right now, it ain't.
75100	75761	Well, with prices.
75881	81347	Anyway, I did my customary stop by Panda, and I have eaten a panda.
82387	83528	Well, you shouldn't eat pandas.
83568	86249	They're a species going extinct.
86850	93673	Because when you think of panda bears, orange chicken is so representative of Chinese culture.
93853	94494	Seriously.
94854	98736	If I go to China and order orange chicken, I wonder what kind of stares I'm going to get.
100757	102138	I've seen real Chinese food.
103519	105160	I don't think orange chicken is among real Chinese food.
105180	109364	I told you the story about my ex and my ex's family when it got really awkward one night, right?
109644	110705	Okay, wait, I'll tell this in a minute.
110765	111545	Okay, tell it in a minute.
111665	113207	First off, Tech Master Loki.
113487	113747	Hi.
113947	114948	Hi, how are you doing, Loki?
115028	115668	I'm doing fine.
115768	117450	Alright, you ready to hear awkward stories about my ex?
117690	118330	Alright, let's go.
118350	118951	Alright, here we go.
119011	120232	So my ex was Chinese, right?
120632	122074	Is this the ex I'm thinking of?
137651	138271	That area, right?
138732	141473	So the deal was we were going to go to Chinese food for dinner.
141693	142814	And they're all very out there.
142834	144395	They're all from Hong Kong, born and raised.
144415	145935	I think he moved here when he was 10 and so forth.
146296	149517	So we went and they had already ordered by the time we got there.
149537	150938	I guess we got there a little late or something.
151458	153379	And on the table is all this food.
153399	155320	And a lot of it is very seafood.
155360	157962	And it's a lot of dishes I haven't really had before.
158062	161724	And there's a fish on the plate with all the meat picked off and the bones.
161804	163465	But I'm like, all right, I'm going to...
164065	164966	I'm going to be cultured.
165066	166306	I'm going to just have a little bit.
166587	168388	So I'm putting just like a little bit of everything.
168408	170629	I just pick a little bit of everything and put it on my plate.
170909	172310	Not because I think it's gross.
172330	175252	I just want to try it, make sure I like it before I put a whole scoop.
175772	179935	And so his sister looks over at me and kind of has this epiphany.
179955	181416	You see this moment of like, oh no.
181736	184417	And looks at me and goes, oh, I'm so sorry.
184477	186759	Should I order you sweet and sour chicken or something?
188300	190041	And I'm like, that's racist.
192662	193583	In a weird way.
194284	196195	Should I order you sweet and sour chicken or something?
197329	199290	Well, she's trying to be considerate, I suppose.
199310	204514	I know, but it's like, I'm trying to just sample, and we didn't order anything.
204614	208136	I ate, there was something there that I really liked, and I had a whole heaping of it.
208156	208937	Yeah, it wasn't bad at all.
209437	213100	See, I have no... If it's good enough for my ex, it was good enough for me, okay?
213120	227249	Well, when I was little in Alabama, I would go over to my friend Dom Noy's house, and her family's from Laos, and I have actually easier time eating Laotian food than actual real Chinese food, because I really can't recognize much of anything I'm eating.
228890	229790	I'm all for it.
229850	230490	I love food.
230590	233491	Food is a great gateway to different cultures around the world.
233832	238233	I will say, though, probably the only culture's food I'm never having again is Filipino.
238393	238733	Sorry.
239194	239794	Sorry, guys.
240694	242635	But Rob, I thought balut was your favorite.
242695	242955	Nope.
244095	244376	Nope.
244516	246496	And some of those dishes, nope.
246756	247657	Balut, Rob.
248717	250958	Sorry, but if you like it, more power to you.
250998	252459	Have you ever heard of virgin boy eggs?
254769	269504	have virgin boy eggs no they are eggs that have been marinated in the pee of young children so how about we move on let's talk about video games shall we
270976	272057	Yeah, that was pretty much it.
272077	273117	Just kind of hung around.
273437	273557	Yeah?
273577	273657	Yeah.
300570	302191	Do you eat a lot of Easter candy?
302631	304992	I was at Target the other day and it's all on sale, half off.
305232	305872	No, not really.
305892	307032	I didn't eat any.
307273	310234	We got one of those hollow rabbits and I haven't touched it.
311754	312334	Just don't care.
312594	317216	I heard there was some candy company suing another over those hollow rabbits or something.
317236	318917	I'm probably grossly simplifying it.
319617	322580	But anyway, we should probably get to gaming news.
322600	323761	That's what you all signed up for.
323801	329086	But I do want to say hello and how you doing to everybody in our chat room at live.vognetwork.com.
329486	337234	The other ever-present fourth guest on our show because, of course, we do tape live every Sunday nights at the Voice of Geeks Network, vognetwork.com.
337794	342018	6 o'clock Pacific, 9 o'clock Eastern Sunday nights right after the Bobby Blackwolf show.
342699	344561	And some comments in our chat room there.
345321	347242	DarkSakura, DarkSakura, DarkSakura
360426	366568	AlanAlchemy in chat says, I imagine Nelly isn't really that about the pure sugar toddler crash and meltdown.
366648	368529	I'm sure she's fine without that in her life.
368769	370509	He had a lot of sugar yesterday.
370529	373630	We went over to her parents' house because they had a family over.
374230	375531	A lot of people haven't seen him yet.
376751	379572	He had some cake and stuff, and there's a lot of sugar in that.
381032	382933	He was jumping off the walls yesterday.
383113	384493	So he's going to be four?
385594	385814	Three?
385834	385914	Yeah.
386334	386575	Three.
386795	387016	Three?
387216	387517	Wow.
388479	389882	Have the terrible twos been that terrible?
390503	396516	He's been pretty... Yeah, it's not necessarily terrible, but it's just they start testing their limits.
397786	404210	Tiger Claw in chat saying, holy crap, episode 499, the pressure is really high to make episode 500 the most memorable.
404710	405951	Don't set the bar too high, you guys.
406051	407772	It's going to be all about DDR.
408352	409693	Don't put it too high.
410173	410774	There's a bar.
411294	412175	There comes a point.
412635	414096	You mean the bar we limbo under?
414236	417378	I'm going to let y'all in on a podcasting secret, all right?
417518	422701	So this goes out to all the other podcasters out there and everybody that wants to know what it's like to do a podcast.
423101	428663	All right, so you celebrate one year, you celebrate 100 episodes, you celebrate two years, you celebrate three years, 200, 300.
429823	432624	You know, there comes a point where you're just sick of celebrating.
432644	433484	It's like birthdays.
433684	436645	Like after your 21st birthday, you're like, what do I have left to celebrate?
436665	438125	The fact that my car insurance went down?
438145	440086	Do you realize I take an entire week off for my birthday?
441920	457882	Maybe you're not the best example I am not the best example However, I have gotten the confirmation from my BFF That we will be having red velvet brownies God, Becky, I love you I am buying the red food coloring because she will not
458963	459504	Why not?
460044	461845	Because it's like, I don't know.
461865	463386	Is it that whole it's not safe thing?
463506	465948	I have no idea, but she never has a reason for it.
465968	468550	But I found out that the recipe calls for two whole ounces.
468670	471011	Well, I appreciate anyone willing to put their morals aside.
471031	473913	I was going to the baking store to buy like a gallon jug.
474073	476155	That's why you need to use virgin blood.
477816	480458	It's just virgin boy eggs.
481178	483700	Did I tell you the story about my friend Diane making a red velvet cake?
483880	485121	No, but here we go with food again.
485141	486481	We will get to games at some point, right?
486661	488002	We will get to games.
488022	488322	Alright.
488342	501208	Okay, so she was living in northern Alabama at the time and making a red velvet cake and the Jehovah's Witnesses knocked on the door and she had just gotten done cutting the cake with a butcher knife while listening to tubular bells so she opened the door with a WHAT?!
503369	506590	This is the same person, by the way, who joined our WoW guild.
507090	507811	Oh, fantastic.
508091	508331	Gwen.
508711	509511	Yeah, I love Gwen.
509531	509972	She was nice.
510812	513113	Yeah, she told you all the embarrassing stories about me in college, too.
514133	520215	So that is always, whenever I think of Red Velvet, I always think of the expression on her face when she told that story.
520255	520855	It was priceless.
521175	528398	All right, here's a good transition comment in our chat room from CriticalMyth, live.vognetwork.com, saying, This is foreshadowing, isn't it?
528518	532759	After 500, it's all about food and the video games they play while eating that food.
533379	534359	That's what it's been about.
534860	535440	Where have you been?
536607	542150	And I wish to remind everyone, and I've told this story a billion times on the show, but how was OLR born?
542470	546472	Because Jamie, Matt, and I all used to play DDR all night, and then what did we do?
546873	554717	We went right over to the cafe in the parking lot and shoved our faces full of, what, tortilla soup and mozzarella sticks.
554777	557959	And Matt with his glass of, not this one, you remember Tall Matt?
558079	558299	Yeah.
558479	559499	With his glass of Merlot.
559659	560340	Yes, Tall Matt.
560360	561220	With his glass of Merlot.
561380	562501	I like a glass of Merlot.
562581	563782	Is it Merlot?
563942	564722	Is it Merlot?
564802	565322	Is it Merlot?
566383	567383	Like suddenly he's French.
568264	568904	Alright, anyhow.
569224	570585	Or how Dan goes, Merlet.
571845	576707	TigerClaw on chat says, for episode 500, are you guys taking voicemails with messages for congratulating you guys?
577027	579028	That's really sweet, but no.
579668	580769	Well, we have something else planned.
581129	581909	I'll talk about that later.
581949	582950	But my ego, Rob.
583790	583970	What?
584030	584350	You know what?
584370	585931	You can send a message congratulating Jamie.
