start	end	text
0	7000	Orange Lounge Radio
7000	27000	There's a host, DarkSakura, Skie, and Loki
27000	31000	Orange Lounge Radio
58000	61000	And how are you feeling?
61000	64000	I'm not drugged out of my brain anymore
64000	66000	Did you go back and listen to all the crazy things you said last week?
66000	67000	No
67000	68000	No, I'm just kidding
68000	70000	I don't listen to myself
70000	77000	Anyway, well hopefully the time off work and so forth while you're recuperating
77000	80000	Great time to watch a lot of random YouTubes and play some games
80000	84000	Actually it's time to build a website, rebuild a website
84000	88000	And yell at my computer while I'm playing The Sims
88000	90000	Fair enough
90000	92000	Also say hello to TechMasterLoki
92000	93000	Hello
93000	94000	Hi, how are you?
94000	95000	I'm fine
95000	97000	You and I are both dressed up in button up shirts today
97000	98000	We just got off work
98000	99000	It's very formal
99000	102000	It's a formal, it's a black tie
102000	104000	And DarkSakura is dressed up too
104000	105000	This is what I wear to work
105000	107000	You should see this wig she's got on
107000	109000	It's amazing and she's got makeup
109000	110000	I'm just kidding
110000	113000	Which is actually funny because I'm not wearing hardly any makeup
113000	118000	And I'm wearing a black flannel, a Captain Marvel t-shirt and leggings
118000	123000	I'm about as unformal, I look like the 90s, really
123000	125000	Revenge of the 90s
125000	126000	Except I have better eyebrows
126000	128000	I like the Captain Marvel shirt though, it's cute
128000	130000	Yeah, I paid four bucks for it at Target
130000	132000	A whole four dollars? No, that's a good deal
132000	136000	I've been all about the clearance racks and thrifting lately
137000	139000	Treasure hunting
139000	140000	We're not live tonight
140000	143000	This is kind of an extra episode that we're doing
143000	147000	We're taping, as I mentioned, Tuesday during the week
147000	149000	In advance of our usual Sunday night slot
149000	152000	Because as I've mentioned on a previous episode of the show
152000	155000	I'm going to be out of town this weekend
155000	157000	On a trip I planned like six months ago
157000	160000	Before all the other stuff that knocked us off the air
160000	163000	For a couple weeks previously came up
163000	167000	So we just wanted to make sure we at least kind of recorded something for you guys
167000	169000	That make it a habit to show up on Sunday nights live
169000	173000	And of course download us as part of your podcast rotation and all that
173000	176000	So we're doing a little bit of a special bonus episode tonight
176000	181000	Very free form, very unlike some of our usual episodes of Orange On Radio
181000	183000	So if it's your first episode of Orange On Radio
183000	186000	This may not be the best one to represent
186000	187000	It's just your appetizer
187000	189000	Yeah, that's a good way to put it
189000	190000	It's kind of like the appetizer
190000	194000	It's just a little bit of the three hour plus show
194000	199000	This last show we just did two days ago was three hours plus
199000	201000	It was like a three hour fifteen minute show
201000	203000	So tonight probably won't be as long
203000	205000	Because there simply just isn't as much to talk about
205000	209000	However, I am looking forward to a little later on in the show
209000	213000	We're going to be welcoming our good buddy and pal and friend
213000	218000	Game maker, independent game maker YYR is going to join us
218000	220000	For a little bit of a chat
220000	227000	And I am told he's going to break an exclusive here about his games on the show tonight
227000	228000	So that is very exciting
228000	230000	So we'll talk about that
230000	232000	So at least we still have a little excitement building here
232000	235000	On our special little mini edition of Orange On Radio
235000	238000	For those of you that are watching on Sunday night
238000	241000	Over at twitch.tv slash vog network
241000	244000	Where we usually do tape live every Sunday night
244000	246000	At six o'clock pacific, nine o'clock eastern
246000	247000	Right after the Bobby Black Wolf show
247000	249000	For those of you that are there
249000	252000	You can still chat along with the show
252000	255000	And your comments will show up for at least two more days
255000	257000	Until twitch pulls the plug on all that
257000	259000	Which I don't, I have to be honest
259000	262000	I do love twitch or we wouldn't be using them as a platform to stream
262000	265000	But I don't understand why they got to get rid of that
265000	266000	Maybe it's a resource hog
266000	271000	Maybe for most channels it's just something really horribly underutilized
271000	272000	But I'm going to miss it
272000	274000	I'm going to miss the chat on the video on demand
274000	276000	So this is your last chance
276000	278000	Pour one out for the chat
278000	281000	But in fact right now in chat
281000	283000	Push F to pay respects
283000	285000	For the video on demand
285000	286000	That way I'll know who is here
286000	288000	I even saw an article that
288000	291000	The pay F for respects is five years old today
291000	293000	That's right it's celebrating a birthday
293000	296000	That meme is five years old
296000	299000	Oh my gosh we're all getting older
299000	301000	You know what quick aside
301000	303000	Because we never get on tangents here on Orange On Radio
304000	307000	I was at work today and talking with a co-worker
307000	311000	And the subject of the classic 70s, late 70s, early 80s
311000	314000	Television program Mork and Mindy came up
314000	317000	And my co-worker who is a few years younger than I am
317000	319000	Had no idea who Mork and Mindy was
319000	323000	And like I had to explain like you know like Robin Williams
323000	325000	Big TV, Nanu Nanu, nope
325000	327000	No idea who Mork and Mindy was
327000	329000	Oh come on everyone knows Pam Dauber
329000	332000	I know and it was Robin Williams
332000	335000	And then even my other co-worker who totally knew the show
335000	337000	Was like and who is the gal that played Mindy
337000	338000	What was her name
338000	339000	I'm like Pam Dauber
339000	340000	What else was she in
342000	345000	She was in that movie Stay Tuned with John Ritter
345000	347000	She was also, wasn't she in
349000	351000	I don't remember what else Pam Dauber was in
351000	352000	No she was in a TV movie
352000	355000	And I know about this because she was playing
355000	357000	Someone who was meant to be Lisa Dalby
357000	361000	Who was the woman who worked for a year in the 70s
361000	364000	As an actual geiko in Kyoto
364000	368000	As in what they call geisha in Kyoto
368000	370000	Who worked for a year as a geiko
370000	373000	She was there working on her like her doctorate thesis
373000	376000	I think on kimono and geiko culture
376000	379000	So but I saw that movie I knew she was in it
