start	end	text
482	3744	Orange Lounge Radio To Go Edition, week of March 28th, 2005.
4305	15913	And now, the Orange Lounge Radio To Go Edition, your internet radio home for discussion on rhythm and music gaming, and all the news on video games that don't suck.
16353	20556	And now, here are your hosts, DarkSakura, Sky, and Loki.
21997	31599	Hello everybody, welcome to the Orange Lounge Radio To Go Edition, our podcast which you've subscribed to where we talk about video games that don't suck.
32500	35340	And well, sadly some that do because they just sneak in there.
35420	39822	But I think tonight we got a lot of games to talk about that don't suck.
40322	44563	My name is Rob Roberts, you might know me as Sky, I'll be helping you make your way through this show.
44643	49524	Joining me as always, the lovely DarkSakura, also known as Jamie Summers.
50319	51079	Hi!
51599	52919	The perky Jamie Summers.
53440	54200	I'm just faking it.
54480	54820	Oh, okay.
55520	56480	Angsty as always, huh?
58160	58601	Always.
58961	59241	Alright.
59661	61441	Also, say hello to Loki.
61821	62361	Hello.
63141	65742	And how's that DS charger you've been working on?
65782	67402	You were working on it during the three hour show.
67842	70603	I'm on step six of twelve.
70783	71363	Alright.
71423	75143	For those that don't know, he's building a DS charger out of Legos.
75824	77744	Now, explain how this works, Loki.
78425	93257	Basically, it's got the charging cord built into it, and you just set the charger down, or set the DS down on the charger like a, you know, a dock, and there you go, and it holds like, well, six games and three styluses.
94057	96539	Huh, and this is all something you found on a website?
96959	98441	Yeah, I browse a lot of forums.
98561	99581	God bless the internet.
100562	105426	Alright, I like this idea of making your own cases out of Legos, it's a brilliant concept.
106451	110394	Alright, let's get into what's going on in our own personal gaming world this week.
110434	114036	Of course, the PSP launched this past week.
114616	119619	I know somebody in here has got to have had to put their hands on one at some point, and I know it was probably DarkSakura.
119900	120380	Am I right?
124623	124923	Maybe.
126204	127064	Your voice is cracking.
128025	129346	What has been going on in your gaming world?
129946	131047	Silent Hill 3.
131427	132007	Lots of it.
132207	132788	Not the PSP?
133846	138931	and no, because somebody else has been playing his new limb.
140952	143374	Someone who will not be named Dan.
143875	144195	I'm sorry.
144795	146277	Oh, or not named fiancé.
146357	146517	Yeah.
147458	148499	Or hetero life partner.
151501	151821	All right.
153523	155965	So you haven't really had a chance to play the PSP at all?
157366	157847	I played it.
157867	158727	I played Darkstalkers.
158827	159388	What did you think of it?
159873	160713	It was Darkstalkers.
161153	161934	It was actually really cool.
161954	162894	What do you think of the PSP?
162934	164135	I'm really curious your thoughts.
164275	165495	It's really awesome.
165675	174078	It has the little LED HD screen thingy and plays movies and MP3s and screw the iPod.
174938	176679	Hey, I still like my iPod.
177219	179520	Yeah, but see where you paid $400 for your iPod?
179580	179960	I paid $300.
180000	182801	We paid $250 for the... Whatever.
183121	183241	Okay.
183261	183301	Um...
192351	194132	DarkSakura is your favorite out of the five?
194892	198715	It's the only one I've played, but I really, really, really, really, really like Ridge Racer.
199716	201778	It's pretty, and it has Reiko in it, so it's all good.
202318	202598	Cool.
203699	205340	Anything else you want to share about your gaming week?
207762	209664	I played Final Fantasy XI for ten minutes.
209684	211345	You're cutting back, huh?
212917	215278	I have a Final Fantasy XI story tonight.
215318	215979	It's pretty interesting.
216079	216859	We'll get to it in a minute.
216879	220382	But first, Loki, what's been going on in your gaming world besides the DS Charger?
221462	224464	I've been playing a ton of games, actually.
224685	229208	I bought God of War, which I've been playing a lot of that.
229668	230589	It's really awesome.
230609	233150	They're calling that the Ninja Gaiden of PS2.
233471	234151	What do you think?
234211	236173	No, it's very, very similar to...
238959	240240	Devil May Cry 3 Devil May Cry 3
267958	273782	It basically looks like Lord of the Rings, you know, where you have him, he's just like tossing armies in the air and just like stuff like that.
273902	278625	And there's fireballs and crap that he's throwing, hitting like buildings nearby you and stuff and you're running.
278985	287150	There's another part where you have to go to the Temple of Pandora, which is on the back of a titan, a giant like, you know, monster type thing.
287574	293355	And as you're climbing around the castle, they'll show scenes where you can see the titans walking and everything.
293855	295416	Just tons of detail.
295436	297856	And, correct me if I'm wrong, but there's nudity in this game.
297916	301237	There is full frontal nudity, and there's a sex minigame.
301417	301817	Awesome!
302297	303218	So you gotta love that.
303798	306278	And then it's violent and bloody as hell.
306979	308139	And it's really cool, they've got these...
309480	310541	DarkSakura, DarkSakura
327847	328688	Wow, alright.
328788	332451	So, definitely, highly recommend, you know, going out and getting that game.
332471	332911	It's awesome.
333332	338096	The other game I got was, um, TimeSplitter 3 because I just love the TimeSplitter series.
338376	343380	I love how they have, they have actually gotten really good with it because the first game's story mode sucked.
343440	344641	Second game, it was pretty good.
344762	347564	Third game, story mode's pretty good, actually.
347704	351307	And, um, they've got a lot of stuff that's, um, been added to it.
351347	354430	Just a lot of, like, you know, um...
356030	357931	A lot of different elements into it.
357951	360331	150 playable characters that you can unlock through the entire game.
360811	368573	And like TimeSplitters, the other games, they have a challenge mode where you play these mini-games that are really off-the-wall strange.
369014	376896	Anything from survival in a haunted house thing to shooting off heads, breaking windows, driving a cat, and playing hoops.
377656	378336	Driving a cat?
378396	379056	Driving a cat.
379216	379596	Okay.
379716	380777	It's a cat with wheels on it.
380897	381357	I don't know.
381597	382497	It's just driving a cat.
382937	383818	Cat racing game.
384038	385498	I don't get it, but that's what it is.
386321	390923	They've got, supposedly, there's a thing that hints a Tony Hawk type game that's in there.
391743	395044	Just like it's so immersive and there's so many characters you can play.
395064	402427	Of course, one of the things that sets Time Sleuthers apart from other games is the ability to make your own deathmatch maps.
403087	405128	Really good system that's only gotten better.
405648	412391	Online gameplay for the PlayStation 2, Xbox, GameCube probably not, but online gameplay for those.
412984	438868	and so that'll be pretty interesting and um just like I said the story mode's awesome it's very very well done like the graphics and everything a lot of fun actually all right and then of course you know the other two games I had of course were the ones I mentioned last week Gran Turismo 4 which I haven't really played much of and then Dog's Life which I must say that this dog is wandering through a world of the most lazy people I've ever seen
439261	457272	That want this dog to like perform miracles for them And I'm like, god damn it This girl's like, I want you to build me a snowman I'm like, it's a fucking dog It doesn't do snowmen, what the hell So I threw poop at her Okay, that's a dog wood So have you played any games you don't like lately?
457312	466478	It seems like you're really enjoying all these games Um No I really did like God of War and stuff And um
467742	470564	Burnout 3 or something, you know, that'd be pretty cool.
497046	498527	But I still like it.
498727	502450	I just have to get into it and play it some more and I'll love it again.
502831	503271	Sounds good.
504011	506333	In my gaming world, not a whole lot new.
506453	511177	I've still been playing Zelda Minish Cap and I'm almost done with it, but that's pretty much been taking a lot of my time.
511557	516461	However, I did get to get my grubby little paws on the PSP that Dan has.
516981	524286	For about seven minutes or so, I got to play either... Now, there's a little controversy over how this game is pronounced.
524326	525968	It's either Lumines or Luminous.
526708	531031	and I guess Luminous is probably the more proper one, but a lot of you have probably been calling this game Luminous.
531291	534553	I got to play this game for about seven minutes, loved every minute of it.
534753	536834	Oh my gosh, that game is hot, I really want a PSP.
538456	539176	DarkSakura, DarkSakura,
568345	570386	Alright, let's get into some gaming news going on.
570406	574748	We'll start it off with the PSP, since of course there's a lot of stuff going on with the PSP.
574908	579129	One of them being the dead pixels going on with the PSPs.
579169	586332	You've probably heard of this, maybe this happened to one of your friends, but a lot of these PSPs apparently have dead pixels, or do they?
586832	589814	Sony is responding to the reports going on right now.
591835	593856	It's commonly referred to as a defect.
