start	end	text
487	19090	Orange Lounge Radio is taped live on Sunday nights and released to our podcast stream twice weekly To listen to the first half of this episode visit www.orangeloungeradio.com for links to websites with listings of past episodes Now the conclusion of this week's episode of Orange Lounge Radio
19861	20301	Orange Lounge Radio
46001	46601	Deja Vu
71630	73432	Final Fantasy XI Game Boy Advance Space Channel 5
98756	101016	I brought along Vib Ribbon, of course, for the PS1.
101056	101697	It's a classic.
101757	103517	That I've seen before, but it is a classic.
103997	107018	Yeah, it's a pretty common one, but on the off chance.
108058	111938	The main one that I was excited to bring to you was Primal Image, which we talked about last week.
111958	112238	That's right.
112278	114999	Primal Image was the Pokemon Snap with supermodels, right?
115679	117239	Yeah, except I played it again.
117279	119620	I mean, they don't really look like supermodels.
119860	120960	Just people.
121540	122700	Supermarket models.
122780	123440	Superwhores.
124180	124561	Yes.
125041	125361	All right.
126121	126801	Sounds awesome.
127631	134594	All right, one system that has gotten a lot of attention lately with all the things you can do with it is the Nintendo DS.
134974	139496	And we thought we'd start this segment of the show off with some hacking news.
139916	142498	Loki, what's going on with Nintendo DS, hack-wise?
142858	147360	Well, hack-wise, you know, they've done some really cool things.
147440	151281	Like at E3 last year, they had this thing called the DS Download Station.
152262	157084	And you can actually download demos of games to your DS.
157819	160501	And these have actually started to roll out into stores now.
161342	167627	And you might see them at a local Best Buy or that type of thing.
168567	172691	The only thing is, if you don't have one nearby, what are you to do?
172911	173691	What are you to do?
174372	175873	Well, build your own.
177174	177714	That's right.
178335	184219	Actually, plans were put up on the internet on how to build your own DS station.
184460	186881	And they have the files out there to do it.
188632	189192	A whole tutorial.
189212	189912	It's pretty simple.
190052	196034	You just basically need to get an RT2500 based Wi-Fi card in your computer.
196555	202737	Or sometimes your laptop will have one too because you can do the PCMI card.
203877	204857	Can I do it on my Apple?
206198	207278	You might be able to.
207338	207858	I'm not sure.
207898	208358	I'll try it.
208719	209199	I'm not sure.
209699	215541	But they have a whole list of stuff that's available to basically do this.
215921	216021	And
217026	223409	All the demos that they have on here, which I'm sure I don't know how they got the demos off the demo station, but they're all the ones that are currently out there now.
223489	226130	Brain training and all that fun stuff.
226230	231312	So if you really want to do it, I wanted to get this done on my laptop so we could actually do it in the studio.
231652	236314	Maybe for next week, but... Isn't it just a matter of time before they figure out a way to beam the games over?
236434	238655	Not just the demo, but possibly the whole freaking games?
238835	241356	I'm not sure if they can store that much on there.
242076	242596	Ah, okay.
242876	244837	But still, you know...
245276	245696	Interesting.
245836	255059	And apparently, though, if you do have a Game Boy Advance flash cart, you can record the games to that, and there's a way around where you can actually play them off of that, too.
255619	257880	Nintendo's probably a little irked at this news.
258721	259921	Probably, yeah.
260621	265883	You know, for those folks who maybe live in a remote part, or maybe, you know, I think what would be very interesting is using this in other countries.
266805	279655	I think some folks who are in other countries like Japan, the UK, who might not be seeing these games for a little while otherwise, and even the demos, can play these long before they're released in those, well, not Japan so much, maybe the UK, released in that country.
279895	281016	Yeah, I think that's pretty cool.
281717	289863	Or the other thing is maybe modify it to put Homebrew on there to play Homebrew games that you can transfer via Wi-Fi without having to have all this fancy stuff.
294961	298884	GamerDude1212 says, Nintendo hates all this piracy stuff.
299064	299825	I don't doubt it.
300345	301226	I don't doubt it at all.
301326	301967	I'm sure they do.
302387	303468	Most companies do hate it.
305009	308092	It's probably not going to be an issue later because think about it.
308452	314837	The virtual console, the fact that the Revolution is going to have Wi-Fi, the fact that it's going to be able to hook up to the DS...
315867	320889	You'll probably be able to download these for free off of the DS, or the Revolution anyways, so what's the big deal?
320969	326010	How cool would that be anyway to, you know, go to Nintendo.com and download something that you can beam?
326230	335773	Forget this whole store, you know, why not bypass the kiosks and stores and be able to download demos to your DS just like you can on Xbox Live, but you do it through your computer?
336173	338854	I think they should be endorsing this stuff, not turning their back on it.
339234	340215	But, yeah, whatever.
340815	341495	What do I know?
343109	348733	I do know this, Xbox Live is going to be doing another free week, but it's during the week of E3.
349153	354617	This time it's not just, I don't think it's just one weekend, I think it's actually doing a whole week, no I'm sorry, it is just one weekend.
354897	357399	But the weekend that they're going to be doing this is May 8th.
358159	360861	No, it is a full week, it's because it's running through May 15th.
361461	369627	And it's going to be sponsored by, well I'm not sure, I thought I saw the name of the sponsor there.
370819	379142	I thought, um, not FIFA, um... Well, FIFA World Cup Soccer 2006 might hit the marketplace during that same week.
379582	384844	It wasn't FIFA, it was a shoe brand that was, um, doing it.
385205	385685	I can't remember.
386425	387565	I'm trying to see if I can find it here.
388806	389146	Adidas.
389306	390166	Adidas, that's it.
390206	390667	They were doing it.
390967	391987	I knew I could find it, yay!
392947	396169	So, Adidas, all day I dream about.
397423	400705	Sorry, my mind just can't help but go there.
401385	403766	Good idea, bad idea to do this during the week of E3.
404527	411571	Because most of the hardcore gamers will be either at E3 or glued to their computers reading updates on E3.
412731	413692	So is this a smart thing to do?
418584	421986	Right now you can go play a demo of it on Xbox Live Arcade.
422086	423247	That would be very cool.
423287	424348	You think they would actually do that?
424748	426409	Play the demos that they're playing at E3?
426789	427590	Download them right now?
427610	428090	No way.
428150	428551	Why not?
428971	430912	Because they just don't do that.
430992	431973	Or maybe limited ones.
432913	437878	Maybe, but is there anything so wrong with putting those demos out there on Xbox Live for everybody to play?
438158	440180	Is it just because the games are usually half finished or what?
440840	444604	There is actually one out on Xbox Live now, the Tomb Raider one.
444804	447687	Right, well they have several of those demos.
447727	458497	I think it would be a good idea, but not like, have it be like a specific download, like you have a certain amount of points, you can download it, something like that.
