start	end	text
0	7000	Orange Lounge Radio
7000	14000	Who's your hosts? DarkSakura, Skie, and Loki
14000	21000	Secret of Romano was my childhood gateway drug into action-adventure games, and I'm thrilled to say that it's being remade for PS4, Vita, and Steam to be released in February.
21000	27000	This is the first fourth wall-breaking intro, stay tuned for tonight's news starting right now on the show, where every gamer has a voice.
27000	31000	Orange Lounge Radio
31000	38000	Hello my friends out there on the internet, and welcome back to another week of the show where every gamer has a voice, it is Orange Lounge Radio.
38000	45000	Live tonight, August the 27th, 2017 with episode number 698 of our show.
45000	51000	My name is Rob Roberts, here with my co-host to talk about video games over there at DarkSakura, Jamie Summers.
51000	52000	I'm dying.
52000	54000	Do you need CPR?
54000	55000	Hot!
56000	58000	Oh, it's the food you're eating, isn't it?
58000	68000	I normally don't eat spicy food because I'm allergic to peppers and chilis, but I've had Benadryl like all morning, and so I said, oh, I'll be fine.
68000	70000	Hot!
70000	72000	My mouth feels like outside.
72000	77000	It's one of those things where it's like, I'm lactose intolerant, but once in a while I just want to have some ice cream.
77000	78000	Oh, it was delicious though.
78000	80000	But that's why they make pills, right?
80000	86000	It's like death in my mouth, and now I need to drink, like, milk. Lots of milk.
86000	93000	If this show was titled with quotes from the show like we used to do with Hoard House, I would call this episode Death in My Mouth, which seemed inappropriate.
93000	95000	Death in My Mouth.
95000	101000	Oh my gosh, you guys, the show tonight has been a hot mess, and it hasn't even started, like it's been a minute.
101000	102000	This show is my mouth.
102000	103000	No, look.
103000	104000	The hot mess.
104000	105000	Here's the deal.
105000	109000	I know some of you guys like to give me a show. I need to introduce Techmaster Loki, because I know he's going to razz me about this.
109000	110000	Hi, Loki. How are you?
110000	111000	Hi.
111000	112000	Are you enjoying that burger?
112000	118000	No, see, here's the thing. This is more of like one of those settling meals.
118000	125000	Like, I didn't really want it, but I was, like, I couldn't decide on what I wanted, and I was like, eh, fine.
125000	127000	This is the blind bait meal.
127000	132000	It's just like, I don't really want a bacon ultimate cheeseburger, but fine.
132000	134000	Yeah, it's like I have to eat something.
134000	140000	I need something. Like, I was like, McDonald's is going to be shit. I don't want to eat tacos because I'm eating tacos every single day.
140000	142000	What's one more day of tacos?
142000	150000	I mean, it's good. I'm going to eat tacos tomorrow, but like, I'm not going to, I don't want, I didn't want to get more tacos today.
150000	154000	I was like, cause I'm kind of taco'd out right now. So I was like, okay, I'll get a hamburger.
154000	160000	Haven't eaten it yet. I'm sure it's mediocre, but yeah, I'm just kind of like, eh.
160000	169000	So here's the thing, is that the studio may be on its, Studio N7 here that we're based in in lovely Sacramento, California, it may be on its last legs.
169000	180000	And I don't mean that in a panic way, but I mean that in a, you guys have given me shit over the years, and rightfully so probably, because I'm continuing to use Windows XP to run this show.
180000	195000	And you guys are probably like, Rob, seriously. But I'm like, guys, seriously, and gals, seriously, like if something isn't broken, and you're doing this live show that you've done for over 15 years, if something isn't broken, I don't like to go out of my way to fix it.
195000	197000	Well, unfortunately now it might be broken.
197000	200000	Of course, you can always expect Microsoft to break something for you.
200000	212000	Well, here's the thing, like Skype has just decided it doesn't want to work anymore. I tried to use the web online Skype, nah, you got to have Windows 7 in order to use that, even though it says right there on the site, it'll work on XP.
212000	220000	Well, at least the client is supposed to work on XP, but I keep getting this whole error, I can't connect. So unfortunately, we can't have a Skype line tonight, which I'm really sad about, because I love talking to you guys.
220000	225000	But we can do our toss call with Bobby Black Wolf that we do right at the end of his show, because he usually has this on at the end of his show.
225000	235000	Then I try to start tonight's show, and Winamp is just like, crash, I'm like, okay, and then what happens when I bring back up Winamp, my default playlist is gone.
235000	254000	Because, you know, when we do this live show, there's a certain setup to it, you know, we have like a little song to bring us into the show, and then there's, you know, Jason's little intro, you know, you're listening to Vogue Network, and then, you know, the little vocal cues, the intro you hear, all that stuff before the show comes up, it's all in a Winamp playlist, because this whole thing is on Shoutcast, which runs through Vogue Network.
254000	264000	And it's like, oh my god, then Winamp wouldn't work. And I'm just like, is this it? Is my computer dying? Is this on its last legs? I don't know what to think. So, ugh.
264000	273000	Yeah, I have to think about how I'm gonna fix that. Now, of course, we do have a live chat room every week. We do invite our live chatters to participate, live.voguenetwork.com.
273000	282000	And Ron must suggest, use your gaming PC for Skype. Wouldn't work, because my gaming PC is way in the other room, and so they're not like next to each other, and I can't really like run that over.
282000	296000	Now, the other backup plan he's just here, use your iPad if you have the right cable. I have done that before. There was a period of time where we were using the iPad, and I don't remember, I think it was another Windows XP issue or something, I was able to use the iPad to do it.
296000	306000	But, since I wasn't prepared for that, I don't have my cables, and I'm not gonna be able to get it while we're trying to do the show here, so unfortunately, we're just not gonna have Skype tonight, and I'll just have some time to figure this out.
306000	321000	If it's time up, it's time to finally upgrade this crap. Let's do it. And I kind of want to go to a laptop, because that would make the show very portable, which I think would be a great thing. We could do more event shows, like at places, you know, because we're making friends in the area and so forth.
321000	345000	But I'm worried about, like, you know, I have very specific 1990s needs in my PC, and these modern, these newfangled laptops you kids are into may not play it, and I've got to, so yeah, I just, I'm having a crisis, everybody. It's that kind of night tonight, so I hope you all will bear with me, so we'll figure it out.
346000	363000	Anyway, good suggestions in chat here. Stoppy says, OLR brought to you by Netscape. Dude, Google Chrome won't even update on this computer anymore. It's like, I've abandoned you, so I just, I don't know what to do.
363000	376000	So yeah, so I'm going to have to figure this out, so at least I have a little time to do it, sort of, although I'm going to be going out of town on Wednesday, because I'm going to Dragon Con, and I hope to see you guys there at Dragon Con.
376000	388000	We'll talk a little more about that in a little bit, but I suppose since this is a gaming podcast, we should get into some gaming news. So let's start tonight by talking about the Super Nintendo Classic.
388000	409000	Now, speaking of hot messes, that's true, I can feel a lot better about my own personal situation by just thinking, at least I'm not Amazon, Best Buy, Walmart, or one of these retailers that offered the Super Nintendo Classic for pre-order on Monday, and I'm not sure there's a lot I need to say about that.
409000	419000	I'm pretty sure many of you who are listening to this show probably tried to pre-order one at some point, and I would imagine 98% of you were unsuccessful.
419000	430000	Now, here's a disclaimer. I'm not saying this to rub this in, because I seriously think I'm going to get screwed one way or another, but I actually got to pre-order one.
430000	439000	Well, here's the thing. They went up at like 1030 at night on Monday at BestBuy.com. That's 1030 West Coast. I might have even been 11.
