start	end	text
129	2911	Orange Lounge Radio To Go Edition, week of November 14th, 2005.
3231	13638	You're tuned in to the Orange Lounge Radio To Go Edition, your podcast home for all the latest video game news and gamer chat.
13918	17421	Now, here are your hosts, DarkSakura, Sky, and Loki.
18942	21403	Hello everybody, once again.
21864	25406	Welcome to another episode of Orange Lounge Radio To Go Edition.
25885	30107	You're home from the latest gaming news about video games that don't suck.
30667	31888	All the news you really want to know about.
32428	34970	You know, once in a while, though, we do have to talk about games that do suck.
35510	37371	But just to remind you to avoid them.
37911	38731	My name is Rob Roberts.
38751	39712	You might know me as Sky.
39892	42773	Joining me tonight, the one and only Techmaster Loki.
43314	44114	Yep, it's me.
44414	44894	How you doing?
45495	45955	I'm doing good.
46488	54451	Alright, and DarkSakura, as we mentioned last week, she's been representing us at the Podcast Awards this weekend, so she is not able to be here with us tonight.
54751	61094	She'll be back next week for sure, but she did pass along a special message for everyone, and we'll be reading that a little bit later.
61674	74999	But we're going to start off tonight's show, and usually we start off with a little bit of How Was Your Gaming Week, but I want to change that a little bit tonight because I want to get this off my chest because I've kind of been thinking about this quite a bit this week, and I think I've decided that
75700	78402	I don't want to get an Xbox 360 on launch day anymore.
78662	88408	Like, I was all hyped up about getting the Xbox 360 the day it was coming out on launch day, and I was ready to fight those lines at Best Buy and Target or wherever I decided to end up going.
88448	90190	Toys R Us, which I think will probably be one of the best places.
90330	90810	Now I'm just like...
91510	97054	After reading about all these horrible, horrible delays and reading about... Now, Loki, didn't your system get delayed, in fact?
97474	98454	You were supposed to get one.
98494	99255	You reserved it months ago.
99375	100976	Yeah, but I have my theories on this, too.
101456	101756	Oh, yeah.
101776	102437	What do you think?
102877	103517	Here's my theory.
103537	104978	Before I continue to rant.
105018	108000	My theory is that they're not going to be as shorthanded as they think they are.
108500	112402	I think Microsoft purposefully told them they're getting less than they actually are.
112803	115264	So, okay, you pre-ordered 200 for your store.
115796	117678	They said, oh, well, you're only going to get 50.
117939	119901	They actually ship you 100 or something like that.
120261	124406	So those people that thought that they weren't going to get them, they got lucky and they got some.
124787	131535	So Microsoft looks like the hero now, but still they're still cutting them short and they still sell out and there's still the media hype about it.
131892	138157	Well, it's backfiring because I was interested, but after hearing about all the shortages, I'm like, do I really want to deal with this crap?
138557	141439	Do I really want the system that badly at launch?
141459	146583	And it kind of made me reevaluate what games are coming out at launch and after playing the kiosk and stuff.
146623	149585	And I'm not being anti-Microsoft with this statement.
149665	154749	I will get an Xbox 360 eventually, but I'm just going, do I really want to buy into this launch hype?
154789	157531	Is there any game that's coming out on launch day I really, really want?
157551	158912	And I'm thinking to myself, you know what?
159452	160753	No, there isn't.
161013	161853	I mean, I can wait.
161973	163634	I can wait until January or later.
163934	166996	And come to think of it, there's very few systems that I bought on launch.
167316	172418	The last one was the Nintendo DS, but before that, I can't really think of what system I probably bought on launch day.
172859	174119	So, it can wait.
174660	177121	But I know I've been kind of going back and forth on that for a while, so who knows.
177161	179182	I reserve the right to change my mind before...
179662	182184	Before the official D-Day in what, like nine days or so?
182204	183145	Something like that, yeah.
183165	187989	Well, it depends on what day you're listening to this podcast, but, you know, we're very little time left.
188310	196937	But I'm just like, you know what, for all that money, especially if they're going to be pushing me to buy, you know, two games out the door and everything, and all this, you know, all this other accessory crap, I'm just like, you know what, man?
196957	199159	They may be pushing you, but they're not going to require it.
199319	200360	And, you know...
201221	225414	I have my own qualms with I've read about how they're going to be doing this whole thing at Best Buy and how they like want you to buy all this stuff and they're hoping they spend $600 at their store well the hell with them I had the remember those free Best Buy bucks they had the money for from McDonald's and all that wonderful stuff well I like about $31 of this stuff so I was going to go buy a shot of Colossus there and just say hey okay cool I get the game for like three bucks or whatever
226599	226999	No!
227100	231123	You can only use $3 on a game, DVD, or CD.
231183	232444	I'm like, where does it say that on this?
232804	234025	Well, it doesn't say on this.
235026	236167	It's on the giant paper.
236447	237928	I'm like, what giant paper?
238929	240170	Do they want to see the giant paper?
240210	244914	It almost made me think I was going to go see The Wizard of Oz or something like that.
246175	247296	Oh, he wants to see the giant paper?
247536	248517	No, not the giant paper!
248797	250258	No one has to see the giant paper!
250598	250899	It's like...
251687	252127	What the hell?
252187	258870	So I basically went and got a spool of blank DVDs instead and I'm all, is this good enough for ya?
258890	260031	No, that's fine.
260091	261451	I'm like, shit, god.
262212	263953	Then I went and spent my money elsewhere.
265033	266294	But I did pick up shallow classes.
267247	268428	Well, don't derail my Xbox 360, dog.
268448	269428	Sorry, sorry.
269468	276952	No, I know, that's probably what every gaming podcast is going to talk about this week is Xbox 360, but I'm going to say I'm probably not going to buy it.
277232	285596	I've pretty much decided in my mind that my money is better spent on current Xbox, PlayStation 2, and GameCube games, and the 360 thing can wait until January.
286597	289944	I have tons of games pre-ordered.
289964	295755	I have four games pre-ordered right now with a possible fifth being pre-ordered later this week because I have store credit.
297529	298470	I'm gonna be getting the games.
298650	305838	In the system, I have a feeling I'm not gonna be waiting that much longer, even if it is not launch day, which I still think it probably is gonna be launch day.
306558	309942	I'm still gonna get one probably pretty soon, you know, whenever they decide to ship more.
310302	314527	So I'm not really that concerned about, you know, not being, you know, there.
314927	317289	I don't wanna wait in line, you know, in the morning and stuff.
317329	317770	You know what?
318210	318471	If I...
