start	end	text
9292	23033	DarkSakura, Sky, and Loki Tonight, June 8th, 2011 We bring you further impressions and opinions on E3 Live with special correspondents Bobby Blackwolf and Miklatov on the show floor
31078	39808	Hello, my friends out there on the internet, and welcome back to night number two of E3 live coverage here at Orange Lounge Radio.
40549	51721	In conjunction with Ustream, our little temporary home for the shows, and, of course, the one and only Bobby Blackwolf, who does his own show on Sunday nights and is also syndicating the show to his feed as well as our feed, so it's just...
52922	54003	All out there for everybody.
54043	55645	So I'm glad you guys are enjoying it.
56065	56906	My name is Rob Roberts.
56946	62991	I'll be joining you over the next hour, hour and a half, however long we go tonight with my co-hosts here in the studio.
63291	65053	Say hello to the one and only DarkSakura.
65373	65733	Carrot.
66254	68756	So you've gone from meat last night to carrot tonight.
69036	70316	Yes, because I want something crunchy.
89742	92164	We are live, of course, live on Ustream.
92244	96627	If this is your first time listening to us here on Ustream, this is not where we're usually at.
96827	99790	We do a Sunday night live show every week at All Games Radio.
99830	105475	More information about our podcast and all that good stuff, www.orangeloungeradio.com.
105515	110739	And you can listen to last night's two and a half hour opus of the Wii U. Wii U, Wii U.
111680	114963	and Xbox and Kinect and the Vita.
114983	117285	We're going to actually get more into the Vita tonight.
118365	119386	It is live, of course.
119426	127753	You can join us in our chat room at chat.orangeloungerated.com if you have any live comments you want to give us as we're broadcasting here live.
128995	133799	Speaking of live, sometimes interesting things happen and we actually have to mix things up a little bit tonight.
134319	135660	We're not going to start with Bobby tonight.
135680	136701	Bobby's caught in traffic.
136761	137202	He's still...
137982	139363	in LA downtown.
139403	142363	I guess the last text I got is that a Transformer blew out somewhere.
142724	143804	So sorry, Bobby fans.
143824	146105	We're going to have to go to him a little later.
146605	149106	But we're going to go right into today's coverage of E3.
149306	154187	And from what I understand, our correspondents out on the floor got some more hands-on impressions today.
154307	163550	As you know, yesterday, Bobby waited for quite a while in that Wii U, Wii U, Wii U line to about, what, like four hours to finally get his hands on the Wii U and gave us his impressions yesterday.
164511	164591	Uh...
165991	166272	PS Vita
180097	180557	Very sad, in my soul
204932	206193	But of course, it's just his opinion.
206213	207313	It's just one opinion.
208174	208594	So we'll see.
208634	209754	Maybe Bobby got to play it today.
209774	210975	We'll see if he thought the same thing.
213716	214037	Hello?
214117	215037	Hey, is this Miklatov?
216098	216298	Yes.
216438	219059	Hey, it's Rob from Orange Lounge Radio, of course.
219079	219559	You should know that.
219599	220280	I just texted you.
220400	220740	I know.
221520	223221	It's so surprising.
223281	223521	I know.
224142	227483	Thanks for letting us mix things up a little bit and bringing you on first tonight.
227523	228924	Bobby's caught in traffic.
228964	229584	Where are you?
229724	230485	Are you back at your hotel?
231653	232914	Yes, I made it back.
233234	233734	It's fine.
233794	235515	After 50 minutes of commuting.
235635	236856	How was E3 for you today?
261047	270880	It was, well, I would say I only really participated in E3 today for about three hours, if that, because today was my stand in line day.
277208	282493	It took about 4 hours for me to get through that line and I got there at about 10.30 so it was a bit ridiculous for the line but to make up for it
305054	306394	if you can consider it that.
306595	308915	I did play with it for about 20 minutes.
309255	311156	So I got some good hands-on time with it.
311476	311936	Not bad.
312396	313597	And what are your thoughts?
315578	316238	I really like it.
316398	320919	It's definitely a great successor to the PSP.
321379	325641	For the design part of the system, the screen is beautiful.
325781	327021	It's really big.
327101	328082	It's really vibrant.
328922	331223	You really don't see any pixels whatsoever.
332123	334604	It's playing a nice high-def screen.
336385	343311	The back part with the touchpad, I don't like that so much because the touchpad takes up too much of the back.
344172	351958	So you're constantly accidentally tapping it and in the game that you use the touchpad on the back can kind of screw you up.
352779	356082	But that's just a minor complaint.
356102	359185	I'm sure if I held it the right way because there's grips it would be a little bit better.
359656	361197	I wonder if you could just turn that crap off.
361317	364378	Do you think you could just turn off that back touchpad altogether?
364398	365639	Because I didn't even think about that.
365659	371142	But yeah, if you have a tendency to tap on the back of your device or something, it's going to totally mess with that back touch stuff, right?
372683	373623	Yeah, it will.
373923	376285	I assume that some games will have that.
376585	378486	I don't think it will be a system setting.
380487	388711	The one thing that I actually do not like about the system is that the face buttons are way too small.
389358	398661	I was playing Uncharted and I kept trying to hit the X button, but instead I'd hit an analog stick because that's where my fingers felt like the X button should be.
