start	end	text
14312	22056	I, December 28, 2008, Capulorasa goes free, Konami files another music game lawsuit, and we look back at the highlights.
32153	33593	Merry Christmas, everybody!
34174	35134	It's too late for that.
35234	35634	Oh, whoops.
35674	37294	Well, just a preemptive one for 2009.
37334	39435	Hey, you're listening to... It's still Kwanzaa!
39915	40415	That's true.
40875	42096	Merry Kwanzaa, everybody!
42816	43976	Welcome to Orange Lounge Radio.
43996	49278	We are that podcast on the internet dedicated to video games, video gaming, gaming culture, and the gamer lifestyle.
49338	52579	And we are here live here on All Games Radio on this lovely December the 28th.
54360	58805	2008, talk about the latest and greatest in video games, video gaming, gaming culture, and the gamer lifestyle.
58845	59866	My name is Rob Roberts.
59926	63269	Joining us as always, say hello to the one and only DarkSakura, Jamie Summers.
63630	64451	I'm sad, Rob.
64671	65392	Why are you sad?
65572	67394	It's the last show of the year.
67782	71065	DJ Ranma S, Actdeft, Drew, Carameldansen
89397	91498	We were just kind of chilling and it kept going and going.
91518	92598	So we were like, oh, let's take a cat nap.
92758	94359	I fell into a Indian food coma.
94659	97360	But then our chat room was getting restless.
97820	99441	As they might say overseas, rude.
99621	100441	A little bit rude.
105632	107834	Better rude than Randy What about Loki?
127015	127976	I don't want to talk to you anyways.
128056	130697	I'm sure he'd make his presence known at some point anyway.
130717	132418	I haven't gone into the gaming weeks yet.
134860	138181	If I'd gone into gaming weeks and still forgot Loki, then you could yell at me.
138882	144705	Rob, don't you know that the first rule of parenting is maintain a schedule and an order?
144845	145726	Am I your daddy?
147587	148087	Oh, baby.
150166	154610	Also say hello to the one and only Arcadian42 is joining us tonight.
155031	157593	Straight from the ultra-sensitive mics.
157873	160255	Yes, the ultra-sensitive mic.
160275	162517	I just wanted to come and bother you for a show.
162818	163438	No, please do.
163458	164439	You know, it was funny.
164479	167502	I had a bunch of people sending me private messages before the show began tonight.
167802	168362	DarkSakura, DarkSakura
192915	194255	We've decided, though, what your special power is.
194315	195776	It's the ability to show up at any party and still be there.
195796	196356	Playing pinball.
215939	220161	Just sit in the corner and use... Is that... Don't notice me until... No, it's like... Oh, he's over there.
220421	223342	No, it's like... And we have no problem with this.
223382	224043	We just think it's funny.
225043	227024	Dan and I were talking about last time you were at one of our parties.
228604	236169	and we were just wandering around the house and people were starting to head off and nothing's going on in the garage, at least so we think.
236229	239091	We go into the garage and there he is playing.
239171	241673	You're turning the light out and you hear this voice.
241733	242734	It was about to.
244855	250539	And all of a sudden I hear like sound effects from, oh God, what machines do we have in there right now?
250579	251299	Indiana Jones?
251820	253100	No, we were fixing that one.
253421	254862	But it was just hearing sound effects.
254882	256002	I was like, what the crap?
256203	256623	Oh, hi.
256643	256683	Hi.
257930	259390	I have nowhere to go.
284594	285635	Okay, TinyRob.
285796	289179	Alright, let's go to... Hey, it's not the size, it's how you use it.
289219	291081	Let's get into your gaming week.
291141	293584	DarkSakura, how was your gaming week?
294705	295466	Semi-eventful.
297014	297855	I played stuff.
298736	300538	I started Ragnarok Online DS.
301018	302720	And I was like, ooh, Ragnarok!
303280	307224	Talking and talking and talking and talking and talking and talking and talking.
307705	309787	Wow, I read like a Japanese five-year-old.
310007	312530	Talking and talking and talking and talking and talking.
313050	314251	Finally, action!
314672	315833	We're gonna fall off a cliff!
317074	318355	Shit, we landed on this guy!
319583	320544	Let's talk to him!
342011	343172	Talk to me!
343312	348754	So, I forgot his name, but like, I was like, text in blue, I can read it!
349414	350435	And it was named one of the towns.
351075	351975	I was like, okay, good.
352736	355937	All the towns are gonna be written in katakana, and I can read that shit!
356517	357218	I know where to go!
358178	364521	So, and it was, it actually, when it goes through big dialogue scenes, it has you saved periodically.
365021	367722	So, I've saved, and I've done my stats too.
368502	374425	So, I at least remember that all my stats are in the same place, because I recognize the kanji for strength.
375285	377046	And so I was like, well, strength is always the first one.
377326	381528	So maybe the next one is agility, and the next one is intelligence, and blah, blah, blah, blah.
381748	381848	So...
382247	382707	Simon's Quest
409850	411771	What a horrible night for a curse.
413152	423158	And so, so anyway, so anyway, I also, I went with my friend Becky and we got her husband an Xbox 360, well she did that technically.
423418	430102	She got the family their Christmas present of an Xbox 360 and she gave him a Big Fat Gift Certificate to GameStop.
430902	439948	And I was like, well, if you were going to actually pick out games for him, you should get him Fallout 3 and Fable 2 and the Orange Box.
440148	441809	So guess what he picked up with his gift certificate?
443070	443430	All of them.
443590	443810	Yes.
444571	444851	Awesome.
445874	446555	Oh, hell yeah.
447115	448376	So anyway, so it was funny.
448396	451298	So I actually got to see some of Fallout 3, and I thought it was pretty cool.
451959	454901	I didn't play any, because those games make me freaking nauseated as hell.
454981	456962	Did you get to hit the button that makes the baby talk?
456982	457643	Like, that's the one thing.
457683	467790	I haven't really played Fallout 3 yet, but I was listening to Bobby talk about it on the last show, when they were talking about the, I don't remember what it was, but he was talking about slamming on the button that makes the baby talk, and I'm like, wow, that sounds kind of awesome.
467810	468651	That could be the best game ever.
468671	469512	He was already past it.
469732	470052	Oh, okay.
470112	475096	And I played some Animal Crossing so that I could harass Jingle, who I think is on crack.
475618	477699	Oh shit, I forgot about holidays in Animal Crossing.
477719	483681	Because he has the starry eyes, and I think that it really means that Jingle is on crack so he won't sleep at all that night.
484261	486962	So it's like, here's your presents, kids!
488502	491864	And I downloaded something on my phone.
492324	492704	What's that?
493171	493911	Well, two things.
494011	499853	First of all was the 8,000 cocktail drink mixing guide for free.
500314	507316	Hey, we're having our New Year's party at Julie's house and I need to be drunk because it's Julie's house.
508577	510957	Sorry.
511037	512278	No offense to Julie if you listen.
512298	514919	Intoxicated enough to actually sing karaoke.
516039	516299	I see.
516319	517880	We will have special guests.
520049	523070	who will be here for this party, namely Sauce.
524310	525131	Oh, is she coming to town?
525791	530853	No, she's actually going to teleport in and show up just for five seconds that night and leave.
531393	532213	Yes, she's coming.
533033	535634	All right, I think I'll see you at Gaming Week before I smack you.
537055	537815	I did play other stuff.
537855	538675	I played Riding Rock Online.
539155	539596	The real thing.
539656	540076	The real one.
540956	541736	The real one for free.
542497	549359	And someone gave me a mistress card for Christmas and I was like, ooh, mistress card.
549679	550980	Is that like a business card?
551300	555962	No, Mistress is the stupid bee that I hate.
557143	566227	She's one of the MVP things and then you get a card that makes you not have to use gems to cast stuff which is helpful and useful.
566868	568128	Only I forgot to put it in something.
568689	576012	So I got that and I played with the City of Heroes character creator a lot.
576453	577013	The Korean one.
577373	578314	Here's the best part of the game.
579074	581295	That's why I have the Korean character creators.
581355	582495	I don't have the whole game yet.
582676	583556	But I'm thinking about playing it.
583816	584656	I'm thinking about playing it.
585297	587118	Because I was really thinking about it.
587138	591360	I was like, dude, why would I even remotely want to play World of Warcraft again?
592200	594441	Because I was just like looking at different stuff.
594501	595902	I was like, dude, I don't want to play it anymore.
596482	598143	So I'm kind of waffling again.
598283	603105	So that's really it for my gaming week.
603405	604785	Let me read some chat comments.
605125	609727	You can always join our chat room, chat.orangelongeradio.com, and we always like to read your comments throughout the program.
610807	629552	GS68 comments on both you and I have said things about the level of difficulty in the Order of Ecclesia, the Castlevania game, and I don't know if it's just because we suck at games now that we've gotten older or the game really is kind of a step harder, but GS68's thought is at least Ecclesia is think on your feet hard, not stupid hard like Circle of the Moon.
630276	636866	Yeah, well, this is what I've noticed is I've actually got pretty good reaction time through the forest.
636906	640391	It's just I sped through the first level.
640752	642374	I really just sped through it.
643096	644618	And I think that
646149	650311	I would probably do better with about another level's worth of life, and then I can get through it.
650652	655594	Because it's like this one place that I always end up getting smacked around at.
655694	666000	Since you didn't get your time, gaining experience points, so... So I'm going to go back and... And we have an offer from Xenocor in chat, who's on the Justice server in City of Heroes, if you ever need help.
666841	667961	Well, thank you kindly, sir.
667981	669582	All right, Loki, how was your gaming week?
670283	670923	It was okay.
671683	672244	I played...
673553	681305	More this idea of the new Final Fantasy, I don't even know if you want to call it a fighting game.
682547	685011	To me, it's very similar to Crisis Core a bit.
685552	688156	Because Crisis Core, if you've ever played it, is...
688837	689357	Thanks for watching!
