start	end	text
362	4828	Orange Lounge Radio is taped live on Sunday nights and released to the podcast stream twice weekly.
5129	11638	To listen to the first half of this episode, visit www.orangeloungeradio.com for links to listings with past episodes.
12058	13901	And now the conclusion of episode number 173 for February 5th, 2006.
19727	25111	And we're back here for the second half of Orange Lounge Radio, episode number 173.
25171	27353	For this, February the 5th of 2006.
27613	30135	Hope you guys are doing well.
30155	32357	We had a pretty fun first half, very long first half.
32958	38542	As you may or may not have heard, hopefully you guys have all went back and downloaded part A of the show, for those of you guys listening on the podcast.
38562	41224	But I was having a little bit of printing drama.
41264	43506	I wasn't able to print my boarding pass for my flight tomorrow.
43986	47489	Loki finally got the damn thing to work, and we printed my boarding pass during the break.
47529	48290	I'm very happy.
48870	52332	Even if I do have a crappy B-Pass, damn you, Southwest and your stupid system.
52792	54773	Even if I have a crappy B-Pass, at least it works.
54793	55493	So thank you, Loki.
56634	56914	All right.
57854	58175	No mic?
58195	59195	There you go.
60076	65278	Sorry, Christopher, like, you tangled me up in the chair.
65518	67299	That's all right.
67499	72982	And, of course, if you didn't hear Part A, also, I'm in a very angsty Xbox 360 mood tonight.
73062	74542	And I'm not going there again.
74562	76143	You'll just have to download Part A to figure out why.
76163	77524	But if I sound bitter, I have a good reason.
78413	80434	Alright, let's get back into it though.
80494	83015	Let's talk about something else that makes a lot of people bitter.
83555	85296	And that's lack of Advent Children.
85336	87837	Because you know we were supposed to have this movie out like months ago.
88517	89757	DarkSakura, what did you do with it?
89937	92078	I had it months ago.
92498	94439	Yeah, but what did you do with the rest of our copies?
94459	96100	Where's our English version of it?
96140	96740	What did you do with it?
98120	98541	I ate it.
100821	101962	Barf it up so we can have it.
102042	103042	No, really.
103062	104723	Where is Advent Children for the USA?
105323	107204	Well, you know, I...
108280	119123	We're supposed to be getting it sometime this year according to the digital bits, which is basically what's been said about it.
119924	120504	This is a quote.
120544	127126	It's taking a little extra time to work with the director to get all of the supplemental elements finished, which is why it's delayed.
128907	136649	For as long as it's taking us to get it, I feel really awful for our friends in the UK who are probably not even getting it until after we do.
137532	138032	Hi, it's February.
138072	138792	Where's my Advent Children?
138812	138852	Hi.
166521	166981	I don't get it.
167401	168162	That's okay.
168842	170802	Is this thing going to still sell when it comes out?
170923	172263	They're going to have to have a lot of extras.
172283	173843	Yeah, people are going to buy it.
173983	174864	I know they will.
175224	180866	However, I'm very much in a wait and see mode over this.
181546	182126	I have it.
182346	183526	I can watch it whenever I want.
185647	189228	I'm trying not to be too pushy on it.
190468	192209	But I want to see the stuff on the desks.
192566	194608	I don't want to watch it on my computer the first time.
194648	199791	I want to watch it on a TV, a big TV, as big as possible, for the first time.
199811	201312	I don't want it pixelated or none of that.
201352	202193	I want it beautiful.
203894	204094	What?
204494	205936	Mine's actually a full DVD rip.
206776	207417	Damn you people.
208838	209898	It looks pretty on my screen.
209938	212540	I'm trying to be legit with this here, okay?
212560	213921	I legitimately downloaded it.
214001	220065	I want to support Square and Sony here, but I'm finding it harder and harder to as this thing keeps getting delayed.
220566	222067	Whatever the problem is, fix it.
224655	225336	Anything else?
225376	228297	If it's to my credit, I have removed it from my hard drive.
229177	229777	Loki, what?
230657	233278	You had a release date on this at one point, and now it's shot again.
233318	234439	Yeah, they keep pulling it.
234979	235459	Jeez.
236059	241681	There was even a rumor going around saying that they're redoing all the animations to match the English dubbing.
243502	246783	Which, I guess that would be a good reason why it's taken so long.
246803	248244	Okay, that might be a decent reason.
248284	251565	Nah, I don't think that's what the reason is.
251705	252025	But, um,
252662	258748	I think the UK was actually, there was an article I think out this week about the UK and they're getting theirs in 2006 as well.
259128	266655	See, I'd imagine they don't have to do any sort of localization for a UK release.
269638	276144	Alright, let's move on and talk about something that's going on in Japanese arcades right now, but not US ones.
276224	276925	Loki, what's going on?
277968	279609	What's going on is Soul Calibur 3.
279689	284771	The PlayStation 2 exclusive game is finally hitting the arcades where it needs to be.
285111	295935	They're going to actually have all the same characters from the home version along with some redesigned versions of three bonus characters from that version.
296035	299277	Amy, Li-Long, and Wong-Syung-Kyung.
299297	301377	I believe that's how you pronounce that.
301858	302198	Anyways...
304230	305872	So, it should be pretty cool.
306452	309736	Will I be able to take my custom dancer character and use it in the arcades?
311978	312759	That I'm not sure.
312779	321527	It says when the player finishes the game of Soul Calibur 3 Arcade Edition, the screen will display a barcode symbol and password.
