start	end	text
14261	24555	Tonight, July 1st, 2007, Soul Calibur IV goes online, the world of Civilization comes to consoles, and are achievements about to get product placements?
32409	37150	Hello everybody out there on the internet and welcome to another week of Orange Lounge Radio.
37190	42052	We are that podcast dedicated to video games, gaming culture, and the gamer lifestyle.
42492	43412	My name is Rob Roberts.
43432	44593	You might know me as Sky.
45033	48174	Not joining us tonight, sadly, DarkSakura, Jamie Summers.
48354	49254	She has the night off.
49474	55616	As many of you long-time listeners of the show may know, she's been very active in taking up massage therapy.
55916	57937	She has a little bit of a conflict with her schooling tonight.
57997	59137	But the show must go on.
59477	61358	And joining me as always, say hello to Loki.
62045	62385	Hello.
62925	63546	How you doing, Loki?
63966	64666	I'm doing okay.
64706	66387	I just scoffed down a sandwich.
66707	69429	Yeah, you had like a large Quiznos.
69469	70609	It wasn't like a regular size.
70669	70969	Was it?
71149	72170	Yeah, it was a regular size.
72510	77653	It was a balancing act with the sandwich, and also it is spicy, so it's like, you know.
78933	79594	Spicy sandwich.
79634	81995	Regular size Black Angus steak sandwich.
82295	83095	All right, there you have it.
83355	83756	Yum, yum.
84216	87457	But not that we endorse any particular commercial products here on this program.
88118	88498	No, no.
89022	89582	DarkSakura.com
115017	115718	Good, thanks.
116058	116338	I don't know.
116358	122082	If you want to tell Rice Princess how you're doing, head on over to our chat room, chat.orangeloungeradio.com.
122102	125505	We do tape live here on Sunday nights at orangeloungeradio.com.
126025	129188	And Rice Princess will just be helping us get a third perspective tonight.
130048	130629	Yeah, pretty much.
130709	134852	But also the chat room is there as always to give us a million more perspectives.
135092	135673	Yes, you're right.
135693	137534	As if we actually had a million people in the chat room.
138174	139355	That would be the best thing ever.
139375	141276	Well, not in the chat room.
141316	142857	Four or five different opinions in the chat.
143017	143297	Yeah.
143798	144338	Over and over.
146977	153859	All right, anyhow, let's start off tonight's show with a little bit of How Is Your Gaming Week, where we talk about what we've been playing this week.
154559	156540	Loki, I guess you're going to start us off tonight.
156740	156980	Okay.
157860	160421	Well, this week I've been playing some interesting things.
160901	166703	Some have actually, you know, people have been questioning why I'm playing them, like the Transformers game, for one.
167323	168264	I was playing that on 360.
170638	176581	It's okay, it's kind of like, I like the game like, um, I like Driver 3.
177662	185526	It's a poorly put together game, and it has some blatant flaws in it, but it's, it's okay, it's just I play it.
185546	186987	Like what, the same type of graphical stuff?
187007	190309	Okay, let me put it, put some examples in place here.
190509	199914	Um, when I first started the game, immediately there was a big pileup of cars in the street because they couldn't figure out how to turn the corner correctly.
200544	201885	So, that was kind of funny.
202186	208651	The other thing is, if you throw anything at anything in the game, you know, pretty much like, you can throw a road cone at a building.
208731	214956	Well, what happens is, when you hit something with said road cone, shrapnel comes off the building.
215397	221582	Well, that shrapnel hits another building, and then more shrapnel comes off that building, and sometimes it goes back to the original building.
222003	227087	So, you can literally destroy an entire block by just throwing a road cone at something.
227797	230240	And so that's kind of fascinating at the same time.
231141	235246	First comment of the night, DarkTetsuya in our chatroom says, Loki, testers not doing their job?
236087	236788	Of course not.
236988	238650	It was definitely a rushed game.
239290	246358	Is it that testers aren't doing their job, or is it that testing gets their corners cut because the game has a strict deadline of trying to be out in time for the movie?
246379	247560	I think it's probably corners cut.
247680	248341	That's what I figured.
249093	252254	But other stuff that's kind of crappy in the game.
252374	257476	Oh, the very first boss that I fought in the Autobots campaign killed himself.
260737	261597	Suicide man.
261697	267179	We were fighting in this, like, I don't even know what it's supposed to be, like a power plant or something like that.
267579	274462	And they have all these explosive, like, I guess, I don't know, propane tanks or something all around.
274602	277663	And unfortunately, you set off one, the whole place goes up.
277763	277943	So...
279001	280042	DarkSakura, DarkSakura
295442	302246	A lot of our chatters are big fans of Transformers, looking forward to the movie, and I understand you actually got to see a little sneak peek of the movie.
302266	304687	Yes, I got to see the movie last Wednesday.
304747	304987	Awesome.
305007	305407	How was it?
305447	306027	They're dying to know.
306047	307988	It was fucking awesome.
308068	308228	Why?
308268	308969	What was awesome about it?
308989	314271	It was awesome because the action in the movie is just non-stop throughout the thing.
315031	322695	It's very similar to Independence Day, how it jumps back and forth between different character story arcs and stuff like that.
323960	333065	So you've got that, plus, you know, in the beginning of the movie, when, like, Scorponok comes out and stuff, fucking spears a guy through the chest and pulls him into the ground.
333125	335127	Right there, I was like, fuck yeah, this is gonna be awesome.
335187	336727	So, you know, any spoilers?
337788	339769	Um, there is a couple spoilers I was gonna mention.
339869	341450	These are kind of cameos towards the end of the movie.
341470	345993	Remember that rumor going around that there was gonna be an Xbox 360 robot in the movie?
346013	346373	Uh-huh.
346673	353037	There is, briefly, a cameo, because, um, the AllSpark, whatever, causes things to come alive.
353057	353137	Yeah.
353497	368523	and so one of the things that happens to get set off by this is a 360, so you see this guy carrying it out of, I don't know if it was a GameStop or something, but, you know, it busts out the side, just for, you know, half a second, then there's a Mountain Dew Machine robot, which is funny, shooting cans at people, so...
369604	372907	It's a brief little cameos there, but it was an excellent movie.
373047	374988	Highly recommend it if you like action movies.
375028	379711	If you're looking for a deep storyline or something like that, you're not going to find it here, but it was good.
379932	388898	Okay, unfortunately we're radio and not television, so you can't really see everything that goes on here in studio, but Rice Princess is making her patented Laura Roslin face.
389518	394383	and the Laura Roslyn face is, if you've ever watched Battlestar Galactica, you know, what's the actress's name?
394423	395584	Mary McDonald, is that it?
395744	396545	I think that's what it is, yeah.
396565	406995	Okay, like, you know, the actress, she has this, whenever something negative happens, she has this very distinct look where she kind of scrunches up her nose and her mouth and, like, Irene or Rice Princess has that look down pat.
407275	409838	So when she's displeased with something, it's the Laura Roslyn look.
409878	412520	So why are you giving this review the Laura Roslyn look?
412960	414362	Okay, the Xbox...
414878	415198	and DarkSakura.
444148	445309	Come on, Microsoft.
445429	446590	They don't even show the 360.
446990	451073	All they show is the white premium box and an arm punch out the side.
451193	452654	You know, and that's it, and the guy drops it.
452674	455456	And it's there for literally one to two seconds.
455576	456517	I would drop it, too.
456737	460480	I caught it, you know, real briefly, but a lot of people probably won't even notice it.
460560	462441	It does not detract from the film whatsoever.
462741	465423	It's not like, let's call Xbox 360 robot.
465463	466644	He will defeat everybody.
466704	469086	I mean, it's not anything like that at all, so...
469566	475568	He will charge you 800 Microsoft points for every projectile that he throws.
476888	478469	It's a good movie.
478669	479189	I liked it.
479289	480529	I cannot wait to see it again.
480909	485831	I keep forgetting that Rice Princess is really anti-Xbox and Microsoft.
486111	487051	Remind me again real quick.
487131	492113	I'm not super anti-Xbox and Microsoft.
492173	492653	I'm not.
492993	496514	I don't even know much about Microsoft to really hate them.
496594	496874	I just
497526	498826	Don't prefer them.
499747	501167	They're very underwhelming to me.
501207	503588	Didn't you tell me it has to do really with the games that they offer, though?
503608	505328	That's what I'm saying.
505689	508469	I'm very underwhelmed because they don't have anything to offer to me.
508570	510790	Nothing appeals to me on that system.
512251	516252	You need to see the Eternal Sonata demo, though, if you haven't yet, because that seems like a Japanese RPG.
516292	520453	I have actually seen it, and it does look really pretty, and I would totally play it.
520833	522294	Maybe Blue Dragon in the future?
523354	525316	She made the Rosalind face like a second.
525336	526296	You're getting so good at that.
526817	527177	I know.
527257	529018	I've been practicing for a long time.
529558	531019	But, yeah, I don't know.
531139	533040	Blue Dragon might be cool.
533721	534001	I don't know.
534181	534521	We'll see.
535082	537083	But definitely the other one looked really good.
538904	539184	All right.
539264	540445	Anyhow, let's see.
540805	543246	Ross Steel UT seems to agree with you in chat room.
543387	545608	Xbox 360 is all first-person shooter.
546048	547509	It's not all first-person shooter.
547529	552172	He also says, listen to Loki blindly defend a shitty unrelated marketing ploy.
553318	558023	It is a blatant, but the whole movie has blatant, you know, product placement everywhere.
558043	561947	I mean, come on, a fucking Mountain Dew robot, you know.
562268	563589	Enough movie chat, game chat.
563609	565171	Sorry to interrupt your gaming week, but anyways.
565191	565471	What else?
565691	575762	So, other than that, actually, when Nellie, I bought Nellie the Harry Potter and the Order of the Phoenix for the Wii, which I might add that has the worst cameras ever.
576528	578970	Ever in a game is so awful.
579090	580652	But, you know, she likes it.
580852	581733	It's, you know, Harry Potter.
581753	583134	I think she actually finished it.
583794	585156	I forgot that was out.
585516	587618	Do you really like cast spells with the Wiimote and everything?
587778	588278	Heck yeah.
588619	589159	It's okay.
589539	591941	It's just the whole game, I mean, it sounds fun.
591961	595104	You get to cast spells and stuff, but the whole game is doing tasks for people.
595484	599288	It's like running around this stupid place and doing, you know, meaningless tasks.
599408	601590	Like, I've lost my stuff.
601630	603471	People have hidden it somewhere in Hogwarts.
603491	604132	Go find it.
604665	622360	Well, thank you for giving me no hints whatsoever, and Hogwarts isn't exactly small, so, you know, it takes a lot of time, and there's also a lot of things where if you forget what you're supposed to be doing, you go back and ask them, they won't give you any hints to what you're supposed to do or something like that, and a lot of the puzzles are hard to figure out what they want you to do.
