start	end	text
2228	4750	You're listening to Orange Lounge Radio.
5371	8233	Our live talk program begins now.
19922	29910	Orange Lounge Radio may contain sexual and adult content and many instances of the F-word, which is not safe for children.
44423	46864	God damn you, stop calling here.
46924	48945	Isn't it 4215, pussy whee?
49365	50066	You bitch!
50126	53147	Now let me check that this goes 2-1-2, fuck you!
53167	54828	You have no morals, darling.
54928	59830	I'd also like to add that I have my father's gun and a scorching case of herpes.
59850	62191	Kiss my great nooch.
62231	64612	Mecca lecca hi, mecca hi-dee-ho.
64692	66973	Oh my god, I hate throwing up in public.
67053	68193	Me too!
68454	68954	Fucker, yeah?
69194	70114	I'm working on it.
70835	71295	Loser.
71435	71935	Lame!
72335	73916	I'm the size of my face.
74881	79748	Breathing, breath, heaving breath, heaving whatever.
79808	85536	Now you all just sit there and keep your mouths shut while I go listen to my Britney Spears records.
85557	87019	I am your singing colleague.
91227	99074	Somewhere inside the state of California, in the great nation of the United States of America, on the planet Earth, Orange Lounge Radio is now on the air.
99415	103438	You're tuned in to the Balamani Scene's newest and greatest radio station of all things Balamani.
103859	105960	My name is Rob Roberts, but you might know me as Sky.
106061	109944	Joining me as always, my lovely co-host, Jamie Summers, also known as DarkSakura.
110945	111505	How are you doing?
112026	112526	I am doing.
112847	113127	And you?
113387	114188	How are you, gentlemen?
114949	115509	All your best, sir.
115529	117010	We love you a lot.
118052	120933	This is episode number five for July the 21st of 2002.
121353	123734	We are joined in studio once again by many, many guests.
123774	124574	Say hello, everybody.
126514	128975	I'm going to introduce everybody one by one real fast.
129015	129635	We got Irene.
130735	131276	We have Brad.
132596	133336	We have Joe.
134296	134877	We have Dave.
136097	136797	We have Matt.
138037	138678	That's everybody.
139538	140378	We have Bradley.
141998	143339	Oh, Bradley's here, finally.
143359	143419	Wee!
144736	145456	Yes, he shows up.
145936	146657	Our moral support.
146677	148417	That's probably the only time you're going to hear him the whole show.
149978	154800	All right, we'll be talking to all our guests a little bit later, but first we're going to take a very quick break.
155720	156880	Any other opening thoughts?
157000	160541	I'm seeing this right now that I still love Bradley because he brought me a Twinbee book.
160782	161102	Ooh!
161542	162922	Twinbee is ownage.
163382	165483	Very neat, very neat.
165643	167344	I wish our webcam was working so I could show...
168954	174857	I wish I could show the elation here on the webcam, but unfortunately, if you do try to go to the webcam on our site, it isn't working right now.
174877	176298	But we will have that back next week.
176859	180401	Because we have a big, big show next week, and we'll talk more about that a little bit later.
180881	183602	I have to say, happy birthday, Joe Mama.
184143	184883	Happy birthday!
185163	186324	We're going to play some music right now.
186344	190086	We're going to start it off with something Jamie requested, which I think is very cool.
190366	191327	You want to introduce this for us?
192128	198476	This one is, I'm sure everyone is familiar with a particular song from 2DX Third Style by DJ Taka.
198496	199938	This one is remixed by Naoki.
200178	200399	Enjoy.
394467	395068	Thanks for watching!
454236	455597	Thank you for watching.
455637	457478	See you next time.
492213	500897	And now it's time for Erotic Pop Idol, where we will find the next singer for everyone's favorite perverse Bomani band, Erotic.
501137	502038	Do it all night.
502298	503158	Do it with me.
503599	505960	No, no, that was awful, bloody terrible.
506000	507340	Do you take vocal lessons?
507420	508381	Kill your teacher!
508881	509882	In the heat of the night.
510342	512563	Oh, God, I think my ears are bleeding.
513743	514404	I liked it.
514904	516445	Shut the bloody hell up, Paula.
516565	516965	Next!
517908	524456	Um... That was cool... Do you even know why you're here?
524536	526218	That was just bloody pathetic!
526298	526758	Next!
527840	529662	Come on, Ava.
529702	531204	Come on, do it with me.
532085	532305	Yes!
532705	533346	Yes, that's it!
533686	534768	We have a winner!
535621	539403	A star is born here on Orange Lounge Radio.
540164	544106	Yes, a star is born here on Orange Lounge Radio.
544866	548528	I just repeated myself, but that's okay, because I can do anything I want on this show.
549389	550469	We have the power.
550549	551810	We control the vertical.
551830	553611	There's no vertical or horizontal on the radio.
553911	555212	We control the audio.
555332	556733	I could drop everybody like that.
558081	558781	We're not going to do that.
