start	end	text
1728	4249	You're listening to Orange Lounge Radio.
4889	19396	Our live talk program begins now.
19476	29481	Orange Lounge Radio may contain sexual and adult content and many instances of the F-word, which is not safe for children.
43502	45943	God damn you, stop calling here.
46003	47983	Isn't it 4215, pussy way?
48503	49163	You bitch!
49203	50784	Now let me check the zip code.
50804	52184	212, fuck you!
52204	53864	You have no morals, darling.
53964	58165	I'd also like to add that I have my father's gun and the scorching case of herpes.
58866	60486	She's my great news.
61246	63607	Mecca lecca hi, mecca hi dee ho.
63707	65787	Oh my god, I hate throwing up in public.
66067	67208	Me too!
67468	68008	Fucker, yeah?
68188	69768	I'm working on it.
69848	70288	Loser.
70428	70969	Lame!
71969	72909	On the side of my face.
73900	86667	Breathing, breath, heaving breath, heaving whatever Now you all just sit there and keep your mouths shut While I go listen to my Britney Spears records I am your singing telegraph
90169	99554	Somewhere inside the state of California, in the great nation of the United States of America, excuse me, on planet Earth, Orange Lounge Radio is now on the air.
100274	105577	That intro brought to you by Krispy Kreme Donuts, being regurgitated by me as we speak, thank you.
106237	110599	You're tuned in to the Bomani Scene's newest and greatest radio station of all things Bomani.
110959	113120	My name is Rob Roberts, but you might know me as Sky.
113480	118023	Joining me as always is my lovely co-host, Jamie Summers, also known as DarkSakura.
118063	118143	Hey!
119662	123204	This is episode number six for July the 28th, 2002.
123464	129207	We are joined in studio once again by a whole lot of guests, including a few travelers tonight.
129567	131988	Say hello, everyone, to a familiar freestyler.
132008	132809	You might have heard of him.
132989	134610	His name's Mel B. Give it up.
136091	136651	Give what up?
138251	139691	Do I have to give up freestyling?
140331	142772	No, I thought you already threatened to do that already.
143312	143872	Oh, yeah.
143912	149613	No, see, every time people think I retire, it's just like, I'm retiring my clothes, I'm retiring my shoes.
150093	153394	You know, it's like, I don't know, I just get bored, I guess.
154334	156114	It's hard being perfect with nothing to do.
158955	162996	Thank you, Mel B. Also, please give it up for the biggest Sharks fan on the planet.
163016	163696	Say hello to Melody.
165908	169771	Any witty things you'd like to add to follow up to the... How can I follow that up?
169851	171092	It's just absolutely impossible.
171112	174275	Do you want to threaten to retire anything here on the show tonight?
175796	177577	I think about my sharks, I'm sorry.
177617	178698	It just doesn't happen.
179299	179799	Fair enough.
180439	183061	And we've got a lot of other regulars in the house tonight.
183142	186624	As I go around the room, we've got Brad... I'm Brad.
186904	187305	Bradley...
189399	198105	Paul, Matt, Irene, and that's about it.
199106	199806	That's everybody.
199907	202608	So we'll be talking to all of them a bit later, but first a quick break.
