start	end	text
1952	4454	You're listening to Orange Lounge Radio.
5074	7896	Our live talk program begins now.
19523	29449	Orange Lounge Radio may contain sexual and adult content and many instances of the F-word, which is not safe for children.
43860	46281	God damn you, stop calling here.
46361	48362	Isn't it 4-2-1-5, pussy Wayne?
48762	49482	You bitch!
49522	50763	Now let me check the zip code.
50783	52523	2-1-2-fuck you!
52563	54024	You have no morals, darling.
54304	58465	I'd also like to add that I have my father's gun and the scorching case of herpes.
59186	61527	Kiss my grip, nooch.
61547	63908	Mecca lecca hi, mecca hi-dee-ho.
64008	66088	Oh my god, I hate throwing up in public.
66328	67469	Me too!
67709	68209	Fucker, yeah?
68389	69370	I'm working on it.
70090	70550	Loser.
70670	71190	Lane!
72211	73131	On the side of my face.
74116	78921	Breathing, breath, heaving breath, heaving whatever.
79002	84688	Now you all just sit there and keep your mouths shut while I go listen to my Britney Spears records.
86998	89420	I am your singing telegram
117078	118660	We have a substitute teacher for you tonight.
118700	122523	Everyone say hello to the lovely Irene, or as some simply call her, the Rice Princess.
122803	123324	Hi kids.
124204	126786	Co-hosting for us once again, filling in for the second week in a row.
126826	127987	Yes, that's true.
128408	129989	I apologize for the late start there.
130089	131510	It took us a while to get started.
132011	132952	We spilled some water.
133012	135614	We had a hazard spill when the show started.
135634	136675	It was a flood.
137736	139217	We're doing the show underwater tonight.
140706	147368	And then I realized the microphones weren't even on, so tonight's just a crazy-ass night already, but that's okay.
148649	153451	I'd like to introduce all the other guests we have for you tonight, because we actually have a manageable amount of people in the house tonight.
153471	154571	So everybody say hello to Brad.
154911	155651	Hello to Brad.
156232	157152	You got anything to say, Brad?
159773	160893	He tried burping, didn't you?
161213	162674	Everybody say hello to Dave over there.
165245	165505	Hi.
166065	166366	Hi.
166726	169107	And then say hello to Matt, also known as Loki.
169347	169687	Hello.
170367	170667	All right.
172928	176790	This is episode number three for July the 7th of 2002.
178030	182292	We'll be talking to all our guests a little bit later, but first a quick break.
182312	183753	You have any other thoughts for us, Irene?
184802	188143	Um, I'm mad at Taco Bell, but... We'll get into that a little later.
188964	191605	We got all sorts of crap on the plate for you tonight.
192525	195186	The Solo 2000 stuff, when will it end?
195366	195707	Never.
196867	202809	A review of the brand new Step Mania that's out, and talk about DDR emulators and whether they're any good or not.
204190	208812	A new Bomani game being location tested right now, and all sorts of other crap coming up for you.
209312	217997	But first off, I'm going to dedicate this first song, if you're listening out there, Travis over at understationlive.org, who says I never name his show by name, so there you go.
218897	221699	A lovely show, which I co-host on Saturday nights at 6.30.
222039	224320	I'm dedicating this song to you because I know it's your favorite.
224440	224841	Enjoy.
225941	228303	Sorry, I didn't like the music about it.
228323	230404	Yeah, drop the bomb.
230544	232185	Drop the bomb.
245595	246375	and more than a fifth.
246395	247796	It's close if you don't know what it takes.
247816	249676	You know that terrorists always make some mistakes.
249716	251196	What we gotta do is build momentum.
251336	252837	If we need the right tools, invent them.
252857	254397	Drive the waves, time, come through the rhythm.
254437	255938	The march of the future is begun, get with them.
255958	257418	The rage is to generate all mighty power.
257438	259258	Either do it now or you're mastermind gonna stall it.
259278	260579	Yeah, go ready to take that fall.
260599	261839	It's up to you to make that call.
261859	262799	Just drop the ball.
262839	263640	Yeah, drop the ball.
263740	264440	Just drop the ball.
